symbol,price,price_change,price_percent_change
TIVC,7.12,3.62,103.29
OBLG,3.51,1.37,64.02
NG,4.34,1.24,39.71
TMDE,4.99,1.33,33.46
VCIG,3.63,0.79,27.82
SPAI,3.42,0.72,26.67
BCTX,5.25,1.06,25.30
AGEN,2.86,0.55,23.81
CNCK,7.40,1.35,22.31
BTDR,9.38,1.78,23.49
FMTO,7.33,1.33,22.17
INV,4.36,0.76,21.11
CMCT,5.02,0.86,20.67
AEHL,3.10,0.52,20.16
KRRO,16.33,2.69,19.72
AIXI,3.44,0.56,19.44
AUUD,3.89,0.63,19.33
QSG,4.60,0.72,18.56
LRMR,2.38,0.37,18.21
ZCAR,3.74,0.57,18.20
MASS,5.66,0.86,17.92
BLIV,3.94,0.59,17.61
CLSK,8.79,1.32,17.64
ZYBT,9.05,1.35,17.53
CIFR,2.74,0.41,17.31
ATPC,2.43,0.36,17.39
RGNX,7.83,1.16,17.39
WULF,2.64,0.39,17.33
LGPS,4.04,0.58,16.96
DERM,7.39,1.06,16.75
COYA,6.65,0.94,16.46
CAPR,13.88,1.96,16.44
AMLX,4.92,0.69,16.31
BTCT,3.89,0.54,16.10
BCYC,8.71,1.20,15.98
RGLS,2.33,0.32,15.92
Cayman,6.19,0.83,15.49
NGNE,13.85,1.83,15.22
TDUP,3.84,0.51,15.12
CURI,3.51,0.46,15.08
GRO,2.87,0.37,14.84
PCT,6.38,0.81,14.65
MTEN,6.99,0.89,14.59
GAUZ,10.28,1.29,14.35
MARA,14.05,1.76,14.32
LASE,2.90,0.36,14.17
ROOT,135.00,16.61,14.03
EFX,245.12,29.83,13.86
ENGS,5.86,0.71,13.79
ORKA,10.58,1.28,13.76
NUKK,14.56,1.75,13.67
TOI,2.72,0.33,13.60
VSTM,7.03,0.82,13.20
ELDN,3.38,0.40,13.26
CALX,37.65,4.40,13.23
RIOT,7.12,0.82,13.12
SLDB,3.42,0.40,13.04
AAPG,21.60,2.48,12.97
MBX,8.62,0.98,12.83
WGRX,3.50,0.40,12.74
JNVR,44.32,4.96,12.62
ITOS,7.46,0.84,12.69
HSAI,13.07,1.46,12.58
IPX,21.92,2.42,12.41
China,15.60,1.71,12.31
ATXS,4.62,0.51,12.29
GRAL,29.63,3.21,12.15
KOD,3.64,0.39,12.00
MWYN,4.41,0.47,11.93
LTBR,7.94,0.84,11.86
AMRC,9.68,1.02,11.84
SMLR,33.30,3.48,11.65
SNBR,5.94,0.61,11.56
AVR,3.50,0.36,11.46
MTSR,21.74,2.23,11.43
KPTI,6.02,0.62,11.41
KZIA,3.44,0.35,11.33
WKEY,3.85,0.39,11.27
MCRB,8.32,0.84,11.26
ALGS,5.14,0.52,11.26
AVD,4.22,0.42,11.18
RAPP,11.54,1.16,11.18
BLUE,4.34,0.43,11.15
MGTX,6.28,0.63,11.15
ACHV,2.50,0.25,11.11
DNLI,14.61,1.46,11.10
NVCT,9.26,0.92,11.03
WIMI,5.00,0.49,11.00
OB,3.56,0.35,10.90
HUT,11.80,1.16,10.90
RH,172.70,16.91,10.85
FLL,3.24,0.32,10.79
DXF,7.81,0.76,10.78
ELVN,17.96,1.74,10.73
ARCT,12.18,1.18,10.73
DSGN,3.97,0.38,10.58
SMR,15.08,1.44,10.53
FSLR,135.30,12.86,10.50
FDMT,3.40,0.32,10.39
ATKR,62.61,5.88,10.36
