symbol,price,price_change,price_percent_change
PONY,10.32,3.3099995,47.21825
SQNNY,25.45,4.550001,21.770342
ADMA,24.49,2.6299992,12.031102
TXHPF,20.035,2.0349998,11.305554
BHVN,21.735,1.8950005,9.551414
OVHFF,13.75,1.1000004,8.695656
GMVHY,8.4,0.5899997,7.554414
OTLY,10.0,0.6999998,7.52688
VEON,45.6,2.9699974,6.966919
RVMD,41.47,2.7000008,6.9641495
HPH,8.17,0.48000002,6.2418723
LKNCY,35.0,2.0099983,6.09275
W,31.02,1.7700005,6.051284
AUR,7.255,0.375,5.450581
BBWI,31.21,1.6299992,5.510477
VRNA,68.844,3.3840027,5.1695733
HTHIY,27.76,1.3899994,5.271139
ZK,22.045,1.0450001,4.976191
APPF,201.66,9.639999,5.02031
PTON,6.6,0.30999994,4.928457
ANGPY,5.87,0.26999998,4.8214283
IMVT,15.42,0.6999998,4.7586665
SEM,18.11,0.7600002,4.3804045
NXE,5.325,0.2249999,4.4117627
RIVN,13.19,0.5699997,4.516638
BRPHF,15.5,0.65999985,4.4474382
IFS,33.61,1.4799995,4.6062856
OGN,12.725,0.5250006,4.303283
IRDM,24.15,0.9899998,4.2746105
MATX,106.66,4.2800064,4.1805105
FRGE,13.26,0.5500002,4.325601
CX,6.18,0.25999975,4.3918877
RITM,10.965,0.4250002,4.03226
SNAP,8.85,0.31000042,3.6299815
AU,41.25,1.6500015,4.166671
MRUS,45.27,1.7000008,3.9017692
VKTX,25.94,0.95000076,3.8015237
QXO,13.405,0.5249996,4.074502
M,11.59,0.40999985,3.6672616
ROKU,68.09,2.3799973,3.6219711
SSRM,10.63,0.3800001,3.7073183
LI,24.3,0.8199997,3.4923327
STNE,14.23,0.47999954,3.4909058
ABBV,192.3908,6.3307953,3.402556
BZ,14.87,0.5100002,3.5515337
MNSO,17.61,0.5600014,3.2844658
KVYO,30.4,0.8199997,2.7721424
TIGO,33.95,1.1800003,3.600855
OKLO,24.505,0.7649994,3.220372
ONON,46.589,1.5590019,3.4621408
FTAI,108.22,3.380005,3.2233503
MKKGY,28.48,0.90999985,3.3006887
TNET,79.49,2.199997,2.8464186
PRCT,54.16,1.6699982,3.1815548
SWTX,46.18,1.4599991,3.2647564
HCM,15.085,0.47500038,3.2512004
PRK,152.05,4.2900085,2.9033628
CCJ,45.31,1.3199997,3.0006812
WY,25.57,0.7600002,3.063282
TXRH,166.66,5.0200043,3.1056695
VIPS,13.65,0.40999985,3.0978453
CNC,59.5,1.8100014,3.1380053
EADSY,41.5,1.25,3.10559
CLF,8.1782,0.26819992,3.3906438
GILD,106.33,3.1600037,3.0629096
DNLI,16.25,0.5699997,3.6352022
YARIY,16.75,0.5,3.0769231
AB,38.73,1.0900002,2.895856
LB,74.17,2.1699982,3.0138865
