symbol,price,price_change,price_percent_change
SNOA,3.95,1.62,69.53
CEP,16.50,5.88,55.37
EPWK,8.12,2.73,50.65
PRPO,7.70,2.25,41.28
PLUR,6.75,1.95,40.62
AREB,3.07,0.86,38.91
BSLK,7.13,1.82,34.27
AREN,3.36,0.83,32.81
PONY,5.43,1.27,30.53
HCSG,12.19,2.78,29.54
PEGA,88.55,19.79,28.78
RZLT,3.97,0.86,27.65
AVR,4.48,0.97,27.64
MIND,6.88,1.44,26.47
ENGS,7.32,1.47,25.13
TIL,20.52,4.03,24.44
ATHR,6.24,1.18,23.18
JNVR,55.06,10.20,22.74
MAXN,3.35,0.62,22.71
NDRA,3.78,0.69,22.52
UPXI,11.01,2.01,22.33
SMMT,33.23,5.88,21.50
NVAX,7.47,1.22,19.52
WGRX,4.17,0.68,19.31
MCRB,9.73,1.57,19.24
XYF,13.77,2.13,18.30
XGN,5.72,0.88,18.18
SBEV,8.00,1.23,18.17
COMM,3.79,0.56,17.34
BDMD,6.64,0.91,15.88
BLIV,4.34,0.58,15.43
TEM,49.55,6.32,14.62
PSIX,24.05,3.03,14.41
FATN,11.55,1.45,14.36
QBTS,7.13,0.88,14.08
TNXP,17.02,2.06,13.77
SPAI,3.93,0.47,13.75
GRAL,33.76,4.07,13.71
RGNX,8.87,1.05,13.43
SXTP,3.01,0.34,12.73
ATXS,5.20,0.58,12.55
PLX,2.96,0.33,12.55
EXOD,44.09,4.90,12.50
YSG,4.59,0.51,12.50
SWIM,5.55,0.61,12.35
NVCT,10.41,1.14,12.30
BCAX,15.51,1.69,12.23
MFH,6.63,0.72,12.18
VCIG,4.00,0.43,12.04
SERV,5.90,0.63,11.95
NUKK,16.00,1.70,11.89
NGNE,15.44,1.61,11.64
SUNE,2.88,0.30,11.63
DJT,26.38,2.73,11.54
CMPS,3.98,0.41,11.48
API,2.93,0.30,11.41
BLFS,24.35,2.46,11.24
AARD,8.52,0.86,11.23
BTCT,4.19,0.41,10.85
GLUE,5.33,0.52,10.81
QSG,5.16,0.50,10.73
AAPG,23.90,2.30,10.65
TRVG,3.85,0.37,10.63
PNBK,3.45,0.33,10.58
ICHR,19.48,1.86,10.56
SPCE,2.83,0.27,10.55
APPN,29.56,2.82,10.55
ATI,50.41,4.80,10.52
CRBP,7.39,0.70,10.46
GAIA,4.45,0.42,10.42
MSW,3.71,0.35,10.42
FHTX,4.68,0.44,10.38
TMDE,5.78,0.54,10.31
ISSC,6.65,0.62,10.28
VVPR,2.80,0.26,10.24
INOD,34.39,3.15,10.08
MRT,3.13,0.28,10.02
DUOL,370.00,33.66,10.01
SMTC,27.15,2.46,9.96
KRRO,17.96,1.63,9.95
HSAI,14.39,1.30,9.93
RGLS,2.55,0.23,9.91
UCTT,20.70,1.85,9.81
SION,13.09,1.16,9.72
BNTX,114.83,10.15,9.70
ACHR,8.05,0.71,9.67
KOD,3.99,0.35,9.62
EWTX,14.83,1.30,9.61
FARO,26.40,2.31,9.59
RERE,2.29,0.20,9.57
VVOS,2.52,0.22,9.57
MTEN,7.56,0.66,9.57
MBLY,13.20,1.15,9.54
CRSR,6.60,0.57,9.45
QNTM,6.87,0.59,9.39
TSSI,7.35,0.63,9.38
ROOT,147.60,12.65,9.37
CRDO,40.49,3.47,9.37
JAGX,6.67,0.57,9.34
ALGT,45.61,3.89,9.32
