Symbol,Name,Last Price,Change,Change %
TIVC,Tivic Health Systems Inc. (TIVC),7.00,3.50,100.00
PRTG,Portage Biotech Inc. (PRTG),14.10,5.01,55.12
AGEN,Agenus Inc. (AGEN),3.16,0.85,36.80
OBLG,Oblong Inc. (OBLG),2.82,0.68,31.78
VCIG,VCI Global Ltd. (VCIG),3.64,0.80,28.17
SPAI,Safe Pro Group Inc. (SPAI),3.43,0.73,27.04
NG,NovaGold Resources Inc. (NG),3.94,0.82,26.53
AEHL,Antelope Enterprise Holdings Ltd. (AEHL),3.21,0.63,24.38
BTDR,Bitdeer Technologies Group (BTDR),9.44,1.83,24.14
FMTO,Femto Technologies Inc. (FMTO),7.25,1.25,20.83
WIMI,WiMi Hologram Cloud Inc. Cl B (WIMI),5.38,0.88,19.56
MASS,908 Devices Inc. (MASS),5.71,0.91,18.96
CIFR,Cipher Mining Inc. (CIFR),2.78,0.44,18.80
ATPC,AgapeATP Corp. (ATPC),2.45,0.38,18.35
SXTP,60 Degrees Pharmaceuticals Inc. (SXTP),3.73,0.57,18.04
WULF,TeraWulf Inc. (WULF),2.64,0.40,17.56
BCTX,BriaCell Therapeutics Corp. (BCTX),4.90,0.71,16.95
KSCP,Knightscope Inc. (KSCP),5.38,0.76,16.34
CLSK,CleanSpark Inc. (CLSK),8.67,1.20,16.06
HTZ,Hertz Global Holdings Inc. (HTZ),9.05,1.22,15.59
BTCT,BTC Digital Ltd. (BTCT),3.87,0.52,15.52
GAUZ,Gauzy Ltd. (GAUZ),10.38,1.39,15.46
HSAI,Hesai Group ADR (HSAI),13.34,1.73,14.90
PHH,Park Ha Biological Technology Co. Ltd. (PHH),15.48,1.98,14.67
TOI,Oncology Institute Inc. (TOI),2.73,0.34,14.29
LGPS,LogProstyle Inc. (LGPS),3.93,0.48,13.91
EFX,Equifax Inc. (EFX),244.92,29.63,13.76
CURI,CuriosityStream Inc. (CURI),3.46,0.41,13.40
PCT,PureCycle Technologies Inc. (PCT),6.30,0.73,13.21
AMLX,Amylyx Pharmaceuticals Inc. (AMLX),4.78,0.55,13.00
QSG,QuantaSing Group Ltd. ADR (QSG),4.38,0.50,12.89
COYA,Coya Therapeutics Inc. (COYA),6.44,0.73,12.78
RIOT,Riot Platforms Inc. (RIOT),7.08,0.79,12.55
RGLS,Regulus Therapeutics Inc. (RGLS),2.26,0.25,12.44
MBX,MBX Biosciences Inc. (MBX),8.58,0.94,12.30
CAPR,Capricor Therapeutics Inc. (CAPR),13.37,1.45,12.16
DXF,Eason Technology Ltd. ADR (DXF),7.90,0.85,12.06
FSLR,First Solar Inc. (FSLR),136.93,14.48,11.83
China,HUTCHMED (China) Ltd. ADR (HCM),15.50,1.61,11.63
MTEN,Mingteng International Corp. Inc. (MTEN),6.79,0.69,11.31
SMLR,Semler Scientific Inc. (SMLR),33.18,3.35,11.23
TDUP,ThredUp Inc. Cl A (TDUP),3.72,0.38,11.23
PLL,Piedmont Lithium Inc. (PLL),7.51,0.74,10.93
PAGS,PagSeguro Digital Ltd. Cl A (PAGS),9.39,0.92,10.86
MARA,MARA Holdings Inc. (MARA),13.60,1.31,10.66
ROOT,Root Inc. Cl A (ROOT),130.77,12.38,10.46
CALX,Calix Inc. (CALX),36.71,3.46,10.41
FLL,Full House Resorts Inc. (FLL),3.22,0.30,10.27
RDHL,RedHill Biopharma Ltd. ADR (RDHL),2.39,0.22,10.14
HUT,Hut 8 Corp. (HUT),11.72,1.07,10.10
MTSR,Metsera Inc. (MTSR),21.48,1.97,10.10
RGNX,REGENXBIO Inc. (RGNX),7.34,0.67,10.04
VSTM,Verastem Inc. (VSTM),6.83,0.62,9.98
CVNA,Carvana Co. Cl A (CVNA),215.16,19.33,9.87
SEDG,SolarEdge Technologies Inc. (SEDG),13.29,1.19,9.83
AMRC,Ameresco Inc. Cl A (AMRC),9.51,0.85,9.82
IREN,IREN Ltd. (IREN),6.04,0.53,9.62
CMCT,Creative Media & Community Trust Corp. (CMCT),4.55,0.39,9.37
INMB,INmune Bio Inc. (INMB),7.96,0.68,9.34
EVO,Evotec SE ADR (EVO),3.91,0.33,9.22
BCYC,Bicycle Therapeutics Ltd. ADR (BCYC),8.20,0.69,9.19
STKL,SunOpta Inc. (STKL),4.05,0.34,9.16
AVD,American Vanguard Corp. (AVD),4.14,0.34,8.95
SMR,NuScale Power Corp. (SMR),14.86,1.22,8.94
LTBR,Lightbridge Corp. (LTBR),7.74,0.64,8.94
COIN,Coinbase Global Inc. (COIN),190.62,15.62,8.93
MSTR,MicroStrategy Inc. (MSTR),345.86,28.10,8.84
FEIM,Frequency Electronics Inc. (FEIM),18.04,1.47,8.87
SRAD,Sportradar Group AG Cl A (SRAD),25.05,2.04,8.87
ZCAR,Zoomcar Holdings Inc. (ZCAR),3.44,0.28,8.86
IVZ,INVESCO Ltd. (IVZ),13.53,1.07,8.59
STNE,StoneCo Ltd. Cl A (STNE),13.10,1.03,8.58
XMTR,Xometry Inc. Cl A (XMTR),24.07,1.89,8.53
FIP,FTAI Infrastructure Inc. (FIP),3.78,0.29,8.48
DNLI,Denali Therapeutics Inc. (DNLI),14.25,1.10,8.37
ATKR,Atkore Inc. (ATKR),61.46,4.73,8.34
PHUN,Phunware Inc. (PHUN),2.73,0.21,8.29
NMAX,Newsmax Inc. Cl B (NMAX),23.52,1.79,8.26
SWTX,SpringWorks Therapeutics Inc. (SWTX),40.01,2.94,7.95
BHC,Bausch Health Cos. Inc. (BHC),5.09,0.37,7.84
UAMY,United States Antimony Corp. (UAMY),3.24,0.23,7.83
ZLAB,Zai Lab Ltd. ADR (ZLAB),32.02,2.31,7.79
PNR,Pentair PLC (PNR),85.08,6.12,7.75
SLDB,Solid Biosciences Inc. (SLDB),3.26,0.23,7.76
SEZL,Sezzle Inc. (SEZL),41.56,2.96,7.68
ONC,BeiGene Ltd. ADR (ONC),246.76,17.54,7.65
BLUE,bluebird bio Inc. (BLUE),4.20,0.30,7.64
DGX,Quest Diagnostics Inc. (DGX),174.20,12.34,7.62
BULL,Webull Corp. Cl A (BULL),26.49,1.87,7.60
ACRE,Ares Commercial Real Estate Corp. (ACRE),3.83,0.27,7.58
Cayman,Dingdong (Cayman) Ltd. ADR (DDL),2.48,0.17,7.58
ITOS,iTeos Therapeutics Inc. (ITOS),7.12,0.50,7.55
GRAL,GRAIL Inc. (GRAL),28.40,1.99,7.51
SMMT,Summit Therapeutics Inc. (SMMT),27.11,1.89,7.49
PHM,PulteGroup Inc. (PHM),100.08,6.97,7.49
Cayman,Intercont (Cayman) Ltd. (NCT),5.76,0.40,7.46
AUUD,Auddia Inc. (AUUD),3.50,0.24,7.41
HOOD,Robinhood Markets Inc. (HOOD),42.80,2.95,7.40
CATY,Cathay General Bancorp (CATY),41.38,2.78,7.20
GPRE,Green Plains Inc. (GPRE),3.54,0.24,7.27
