symbol,price,price_change,price_percent_change
SSII,17.5641,9.5741005,119.82604
AKESF,13.75,1.75,14.583333
SXT,89.73,9.590004,11.966563
EHC,113.21,11.799995,11.635928
LBRDK,85.59,8.229996,10.638567
CHTR,370.54,35.210022,10.500112
LBRDA,84.52,8.019997,10.483655
CORZ,8.21,0.6799998,9.048568
TSLA,282.95,23.440002,9.032408
VRSN,272.8675,20.277496,8.02783
FIX,406.68,30.470001,8.0992
TNXP,18.29,1.1000004,6.399071
SHECY,14.69,0.77999973,5.6074743
LOAR,97.36,5.510002,5.9989142
RDDT,118.43,6.1800003,5.505568
FLG,11.885,0.6149998,5.456963
SEM,17.465,0.8850002,5.3377576
WING,227.35,9.76001,4.4855046
MRX,42.52,1.8400002,4.5231075
ALPMY,9.98,0.40999985,4.239916
MSTR,365.395,15.054993,4.297252
SOFI,12.8097,0.4996996,4.059298
DLR,159.95,6.199997,4.0325184
PENN,15.765,0.6150007,4.059411
RNECY,6.22,0.23999977,4.013374
BYD,68.665,2.625,3.9748638
STRL,151.54,5.5399933,3.7945158
VRT,87.265,3.3850021,4.0355296
CZR,28.22,1.0499992,3.8645537
CMG,51.43,1.8899994,3.8150976
FHI,39.68,1.3800011,3.603136
FANUY,12.99,0.4499998,3.5885153
HTHIY,26.3,0.8599987,3.375191
DAR,31.51,1.0599995,3.4811146
ZETA,12.99,0.42999935,3.4235616
RNR,235.71,7.7700043,3.4087937
NVDA,110.325,3.8949966,3.6596792
MRK,82.47,2.630005,3.2940943
ALNY,251.1,8.4900055,3.499446
ANET,77.745,2.4550018,3.2607276
FSLR,140.995,4.5549927,3.3384583
ABBV,185.95,5.580002,3.093642
