Symbol,Name,Last Price,Change,Change %
PONY,Pony AI Inc. ADR (PONY),10.00,2.99,42.66
CGON,CG Oncology Inc. (CGON),29.58,7.21,32.23
RGLS,Regulus Therapeutics Inc. (RGLS),3.57,0.81,29.34
PRTG,Portage Biotech Inc. (PRTG),10.76,2.31,27.34
WOLF,Wolfspeed Inc. (WOLF),4.04,0.77,23.39
RGC,Regencell Bioscience Holdings Ltd. (RGC),35.25,6.24,21.52
ZYBT,Zhengye Biotechnology Holding Ltd. (ZYBT),12.60,2.16,20.69
MSGM,Motorsport Games Inc. (MSGM),2.87,0.47,19.58
ALMU,Aeluma Inc. (ALMU),9.92,1.58,18.96
PNBK,Patriot National Bancorp Inc. (PNBK),4.24,0.61,16.91
AMPY,Amplify Energy Corp. (AMPY),3.14,0.45,16.73
SABR,Sabre Corp. (SABR),2.53,0.34,15.52
XNET,Xunlei Ltd. ADR (XNET),4.47,0.59,15.15
AGEN,Agenus Inc. (AGEN),3.09,0.39,14.44
QSG,QuantaSing Group Ltd. ADR (QSG),5.70,0.66,13.10
JNVR,Janover Inc. (JNVR),58.53,6.62,12.75
NEON,Neonode Inc. (NEON),12.33,1.28,11.58
UPC,Universe Pharmaceuticals Inc. (UPC),4.66,0.46,10.98
AOMR,Angel Oak Mortgage REIT Inc. (AOMR),9.39,0.91,10.68
MYNZ,Mainz Biomed N.V. (MYNZ),3.89,0.36,10.20
TMC,TMC the metals company Inc. (TMC),3.36,0.31,10.16
ADMA,ADMA Biologics Inc. (ADMA),23.97,2.11,9.67
CRVO,CervoMed Inc. (CRVO),9.47,0.83,9.61
LPTH,Lightpath Technologies Inc. Cl A (LPTH),2.40,0.21,9.59
BHVN,Biohaven Ltd. (BHVN),21.70,1.86,9.37
AMIX,Autonomix Medical Inc. (AMIX),2.27,0.19,9.17
LCFY,Locafy Ltd. (LCFY),4.32,0.36,9.10
CVRX,CVRx Inc. (CVRX),7.34,0.61,9.09
NVEE,NV5 Global Inc. (NVEE),17.48,1.43,8.87
CDTG,CDT Environmental Technology Investment Holdings Ltd. (CDTG),2.56,0.20,8.41
FL,Foot Locker Inc. (FL),12.71,0.98,8.35
URGN,UroGen Pharma Ltd. (URGN),10.67,0.80,8.11
VEON,VEON Ltd. ADR (VEON),45.93,3.30,7.74
EPSM,Epsium Enterprise Ltd. (EPSM),8.07,0.52,6.85
TATT,Tat Technologies Ltd. (TATT),27.12,1.73,6.79
ARRY,Array Technologies Inc. (ARRY),5.36,0.34,6.77
USAR,USA Rare Earth Inc. (USAR),12.96,0.82,6.75
CHA,Chagee Holdings Ltd. ADR (CHA),33.18,2.07,6.65
SMTK,SmartKem Inc. (SMTK),2.46,0.15,6.51
RVMD,Revolution Medicines Inc. (RVMD),41.28,2.52,6.49
CLDX,Celldex Therapeutics Inc. (CLDX),20.75,1.18,6.03
RZLV,Rezolve AI PLC (RZLV),2.22,0.13,5.98
TRVG,trivago N.V. ADR (TRVG),3.86,0.21,5.91
MWYN,Marwynn Holdings Inc. (MWYN),4.21,0.23,5.78
SOHU,Sohu.com Ltd. ADR (SOHU),10.47,0.57,5.76
IFS,Intercorp Financial Services Inc. (IFS),33.95,1.82,5.66
TBMC,Trailblazer Merger Corp. I Cl A (TBMC),12.15,0.63,5.47
RAPP,Rapport Therapeutics Inc. (RAPP),11.20,0.58,5.46
EVH,Evolent Health Inc. Cl A (EVH),9.46,0.48,5.35
CVAC,CureVac N.V. (CVAC),3.40,0.17,5.26
TIGR,UP Fintech Holding Ltd. ADR (TIGR),8.14,0.41,5.24
NIO,NIO Inc. ADR (NIO),4.24,0.20,5.09
BIOA,BioAge Labs Inc. (BIOA),4.44,0.21,4.96
PROP,Prairie Operating Co. (PROP),3.84,0.18,4.94
OPRA,Opera Ltd. ADR (OPRA),16.28,0.75,4.83
