Symbol,Name,Last Price,Change,Change %
CEP,Cantor Equity Partners Inc. (CEP),28.88,12.38,75.06
AREB,American Rebel Holdings Inc. (AREB),4.21,1.14,37.13
TMC,TMC the metals company Inc. (TMC),3.49,0.94,36.86
XELB,Xcel Brands Inc. (XELB),3.09,0.79,34.64
BCTX,BriaCell Therapeutics Corp. (BCTX),6.93,1.50,27.61
ENGS,Energys Group Ltd. (ENGS),9.27,1.95,26.61
PONY,Pony AI Inc. ADR (PONY),6.86,1.43,26.34
EPSM,Epsium Enterprise Ltd. (EPSM),6.74,1.35,25.19
CYH,Community Health Systems Inc. (CYH),3.02,0.59,24.49
AMBP,Ardagh Metal Packaging S.A. (AMBP),3.43,0.67,24.28
ZYBT,Zhengye Biotechnology Holding Ltd. (ZYBT),9.40,1.58,20.20
STAK,STAK Inc. (STAK),2.80,0.45,19.15
AREN,Arena Group Holdings Inc. (AREN),4.00,0.64,18.90
VCIG,VCI Global Ltd. (VCIG),4.70,0.70,17.50
WOLF,Wolfspeed Inc. (WOLF),3.01,0.44,17.13
WIMI,WiMi Hologram Cloud Inc. Cl B (WIMI),5.75,0.82,16.63
PI,Impinj Inc. (PI),89.69,12.62,16.37
FARO,FARO Technologies Inc. (FARO),30.71,4.31,16.33
ZENA,ZenaTech Inc. (ZENA),2.54,0.35,16.21
UMAC,Unusual Machines Inc. (UMAC),6.16,0.86,16.13
HAS,Hasbro Inc. (HAS),60.94,8.25,15.66
MBOT,Microbot Medical Inc. (MBOT),2.40,0.32,15.27
KWE,KWESST Micro Systems Inc. (KWE),5.28,0.70,15.16
EPWK,EPWK Holdings Ltd. Cl A (EPWK),9.34,1.22,15.02
NOW,ServiceNow Inc. (NOW),932.67,119.97,14.76
SHYF,Shyft Group Inc. (SHYF),8.34,1.04,14.25
SXTP,60 Degrees Pharmaceuticals Inc. (SXTP),3.42,0.41,13.62
PLL,Piedmont Lithium Inc. (PLL),8.10,0.95,13.29
TOI,Oncology Institute Inc. (TOI),3.26,0.38,13.19
HZO,MarineMax Inc. (HZO),21.86,2.54,13.17
OCX,Oncocyte Corp. (OCX),3.33,0.38,12.88
LU,Lufax Holding Ltd. ADR (LU),2.96,0.34,12.79
AVR,Anteris Technologies Global Corp. (AVR),5.04,0.56,12.39
ECOR,electroCore Inc. (ECOR),7.33,0.74,11.23
QUBT,Quantum Computing Inc. (QUBT),7.06,0.69,10.91
