Symbol,Name,Last Price,Change,Change %
BRPHF,Galaxy Digital Holdings Ltd.,,13.18+2.20(+20.04%),+2.20
CLSK,"CleanSpark, Inc.",,8.77+1.30(+17.40%),+1.30
MARA,"MARA Holdings, Inc.",,14.06+1.77(+14.40%),+1.77
ROOT,"Root, Inc.",,134.95+16.56(+13.99%),+16.56
EFX,Equifax Inc.,,245.08+29.79(+13.84%),+29.79
RIOT,"Riot Platforms, Inc.",,7.12+0.83(+13.20%),+0.83
CALX,"Calix, Inc.",,37.61+4.36(+13.11%),+4.36
HCM,HUTCHMED (China) Limited,,15.60+1.71(+12.31%),+1.71
DNLI,Denali Therapeutics Inc.,,14.60+1.45(+11.03%),+1.45
RH,RH,,172.80+17.01(+10.92%),+17.01
FSLR,"First Solar, Inc.",,135.35+12.90(+10.53%),+12.90
ATKR,Atkore Inc.,,62.66+5.93(+10.45%),+5.93
PAGS,PagSeguro Digital Ltd.,,9.35+0.88(+10.39%),+0.88
FUJIY,FUJIFILM Holdings Corporation,,10.36+0.94(+9.98%),+0.94
AMRN,Amarin Corporation plc,,10.46+0.91(+9.53%),+0.91
ZLAB,Zai Lab Limited,,32.53+2.82(+9.49%),+2.82
XIACF,Xiaomi Corporation,,5.80+0.50(+9.43%),+0.50
XIACY,Xiaomi Corporation,,28.92+2.47(+9.34%),+2.47
SWTX,"SpringWorks Therapeutics, Inc.",,40.50+3.44(+9.28%),+3.44
PNR,Pentair plc,,86.24+7.28(+9.22%),+7.28
ADMA,"ADMA Biologics, Inc.",,21.39+1.75(+8.91%),+1.75
SRAD,Sportradar Group AG,,25.04+2.03(+8.82%),+2.03
HTZ,"Hertz Global Holdings, Inc.",,8.52+0.69(+8.81%),+0.69
STNE,StoneCo Ltd.,,13.12+1.06(+8.79%),+1.06
COIN,"Coinbase Global, Inc.",,190.00+15.00(+8.57%),+15.00
