Symbol,Name,Last Price,Change,Change %
FRGE,"Forge Global Holdings, Inc.",,12.30+3.61(+41.54%),+3.61
TXHPF,"TechnoPro Holdings, Inc.",,20.03+2.03(+11.31%),+2.03
DSNKY,"Daiichi Sankyo Company, Limited",,22.85+1.15(+5.30%),+1.15
ATHM,Autohome Inc.,,27.04+1.22(+4.73%),+1.22
KTB,"Kontoor Brands, Inc.",,57.33+2.33(+4.24%),+2.33
NCLTY,"Nitori Holdings Co., Ltd.",,12.66+0.48(+3.94%),+0.48
SVNDY,"Seven & i Holdings Co., Ltd.",,14.25+0.53(+3.86%),+0.53
TBBB,BBB Foods Inc.,,26.94+0.95(+3.66%),+0.95
YMM,Full Truck Alliance Co. Ltd.,,10.43+0.36(+3.57%),+0.36
DFS,Discover Financial Services,,165.31+5.68(+3.56%),+5.68
BVN,Compañía de Minas Buenaventura S.A.A.,,14.77+0.47(+3.29%),+0.47
GOFPY,Organization of Football Prognostics S.A.,,11.36+0.36(+3.27%),+0.36
