Symbol,Name,Last Price,Change,Change %
PONY,Pony AI Inc. ADR (PONY),10.32,3.31,47.15
UPC,Universe Pharmaceuticals Inc. (UPC),5.91,1.71,40.63
ZYBT,Zhengye Biotechnology Holding Ltd. (ZYBT),14.25,3.81,36.49
WOLF,Wolfspeed Inc. (WOLF),4.19,0.92,28.06
LCFY,Locafy Ltd. (LCFY),5.02,1.06,26.77
RGLS,Regulus Therapeutics Inc. (RGLS),3.50,0.73,26.63
JNVR,Janover Inc. (JNVR),65.35,13.44,25.89
CGON,CG Oncology Inc. (CGON),27.93,5.56,24.85
SLSN,Solesence Inc. (SLSN),3.10,0.61,24.43
PRTG,Portage Biotech Inc. (PRTG),10.51,2.06,24.38
ALMU,Aeluma Inc. (ALMU),10.14,1.80,21.61
RGC,Regencell Bioscience Holdings Ltd. (RGC),33.95,4.94,17.03
AGEN,Agenus Inc. (AGEN),3.15,0.45,16.67
COEP,Coeptis Therapeutics Holdings Inc. (COEP),8.95,1.25,16.23
MFH,Mercurity Fintech Holding Inc. (MFH),7.68,1.06,16.01
NEON,Neonode Inc. (NEON),12.81,1.76,15.93
CLBR,Colombier Acquisition Corp. II Cl A (CLBR),13.31,1.81,15.74
EDHL,Everbright Digital Holding Ltd. (EDHL),4.15,0.56,15.60
SABR,Sabre Corp. (SABR),2.53,0.34,15.53
URGN,UroGen Pharma Ltd. (URGN),11.28,1.41,14.29
XNET,Xunlei Ltd. ADR (XNET),4.43,0.55,14.21
DMAC,Diamedica Therapeutics Inc. (DMAC),4.61,0.57,14.11
KALA,KALA BIO Inc. (KALA),3.62,0.45,13.99
TVRD,Tvardi Therapeutics Inc. (TVRD),21.45,2.60,13.79
QSG,QuantaSing Group Ltd. ADR (QSG),5.71,0.67,13.29
TRVG,trivago N.V. ADR (TRVG),4.11,0.47,12.91
RAIN,Rain Enhancement Technologies Holdco Inc. Cl A (RAIN),3.33,0.38,12.88
ADMA,ADMA Biologics Inc. (ADMA),24.54,2.67,12.24
CVRX,CVRx Inc. (CVRX),7.55,0.82,12.18
