Symbol,Name,Last Price,Change,Change %
BTCT,BTC Digital Ltd. (BTCT),4.19,0.41,10.85
GLUE,Monte Rosa Therapeutics Inc. (GLUE),5.33,0.52,10.81
QSG,QuantaSing Group Ltd. ADR (QSG),5.16,0.50,10.73
AAPG,Ascentage Pharma Group International ADR (AAPG),23.90,2.30,10.65
TRVG,trivago N.V. ADR (TRVG),3.85,0.37,10.63
PNBK,Patriot National Bancorp Inc. (PNBK),3.45,0.33,10.58
ICHR,Ichor Holdings Ltd. (ICHR),19.48,1.86,10.56
SPCE,Virgin Galactic Holdings Inc. (SPCE),2.83,0.27,10.55
APPN,Appian Corp. Cl A (APPN),29.56,2.82,10.55
ATI,ATI Inc. (ATI),50.41,4.80,10.52
CRBP,Corbus Pharmaceuticals Holdings Inc. (CRBP),7.39,0.70,10.46
GAIA,Gaia Inc. Cl A (GAIA),4.45,0.42,10.42
MSW,Ming Shing Group Holdings Ltd. (MSW),3.71,0.35,10.42
FHTX,Foghorn Therapeutics Inc. (FHTX),4.68,0.44,10.38
TMDE,TMD Energy Ltd. (TMDE),5.78,0.54,10.31
ISSC,Innovative Solutions & Support Inc. (ISSC),6.65,0.62,10.28
VVPR,VivoPower International PLC (VVPR),2.80,0.26,10.24
INOD,Innodata Inc. (INOD),34.39,3.15,10.08
MRT,Marti Technologies Inc. (MRT),3.13,0.28,10.02
DUOL,Duolingo Inc. (DUOL),370.00,33.66,10.01
SMTC,Semtech Corp. (SMTC),27.15,2.46,9.96
KRRO,Korro Bio Inc. (KRRO),17.96,1.63,9.95
HSAI,Hesai Group ADR (HSAI),14.39,1.30,9.93
RGLS,Regulus Therapeutics Inc. (RGLS),2.55,0.23,9.91
UCTT,Ultra Clean Holdings Inc. (UCTT),20.70,1.85,9.81
SION,Sionna Therapeutics Inc. (SION),13.09,1.16,9.72
BNTX,BioNTech SE ADR (BNTX),114.83,10.15,9.70
ACHR,Archer Aviation Inc. (ACHR),8.05,0.71,9.67
KOD,Kodiak Sciences Inc. (KOD),3.99,0.35,9.62
EWTX,Edgewise Therapeutics Inc. (EWTX),14.83,1.30,9.61
FARO,FARO Technologies Inc. (FARO),26.40,2.31,9.59
RERE,ATRenew Inc. ADR (RERE),2.29,0.20,9.57
VVOS,Vivos Therapeutics Inc. (VVOS),2.52,0.22,9.57
MTEN,Mingteng International Corp. Inc. (MTEN),7.56,0.66,9.57
MBLY,Mobileye Global Inc. Cl A (MBLY),13.20,1.15,9.54
CRSR,Corsair Gaming Inc. (CRSR),6.60,0.57,9.45
QNTM,Quantum Biopharma Ltd. (QNTM),6.87,0.59,9.39
TSSI,TSS Inc. (TSSI),7.35,0.63,9.38
ROOT,Root Inc. Cl A (ROOT),147.60,12.65,9.37
CRDO,Credo Technology Group Holding Ltd. (CRDO),40.49,3.47,9.37
JAGX,Jaguar Health Inc. (JAGX),6.67,0.57,9.34
ALGT,Allegiant Travel Co. (ALGT),45.61,3.89,9.32
