Symbol,Name,Last Price,Change,Change %
PONY,Pony AI Inc. ADR (PONY),10.44,3.44,49.00
ZYBT,Zhengye Biotechnology Holding Ltd. (ZYBT),13.60,3.16,30.27
CGON,CG Oncology Inc. (CGON),28.70,6.33,28.30
RGLS,Regulus Therapeutics Inc. (RGLS),3.54,0.78,28.26
WOLF,Wolfspeed Inc. (WOLF),4.18,0.91,27.78
PRTG,Portage Biotech Inc. (PRTG),10.32,1.87,22.07
SLSN,Solesence Inc. (SLSN),3.04,0.55,21.89
RGC,Regencell Bioscience Holdings Ltd. (RGC),35.00,5.99,20.65
JNVR,Janover Inc. (JNVR),61.99,10.08,19.42
LCFY,Locafy Ltd. (LCFY),4.66,0.70,17.80
ALMU,Aeluma Inc. (ALMU),9.78,1.44,17.27
NEON,Neonode Inc. (NEON),12.93,1.88,17.01
DMAC,Diamedica Therapeutics Inc. (DMAC),4.68,0.64,15.84
EDHL,Everbright Digital Holding Ltd. (EDHL),4.15,0.56,15.60
UPC,Universe Pharmaceuticals Inc. (UPC),4.85,0.65,15.47
MSGM,Motorsport Games Inc. (MSGM),2.77,0.37,15.42
AGEN,Agenus Inc. (AGEN),3.10,0.40,14.98
SABR,Sabre Corp. (SABR),2.52,0.33,14.84
XNET,Xunlei Ltd. ADR (XNET),4.44,0.56,14.39
TMC,TMC the metals company Inc. (TMC),3.48,0.43,14.26
QSG,QuantaSing Group Ltd. ADR (QSG),5.75,0.71,14.09
URGN,UroGen Pharma Ltd. (URGN),11.23,1.36,13.78
MFH,Mercurity Fintech Holding Inc. (MFH),7.47,0.85,12.84
PROP,Prairie Operating Co. (PROP),4.12,0.46,12.43
AOMR,Angel Oak Mortgage REIT Inc. (AOMR),9.52,1.04,12.22
LPTH,Lightpath Technologies Inc. Cl A (LPTH),2.45,0.26,11.87
AMPY,Amplify Energy Corp. (AMPY),2.99,0.30,11.18
ADMA,ADMA Biologics Inc. (ADMA),24.15,2.29,10.48
PNBK,Patriot National Bancorp Inc. (PNBK),3.99,0.36,9.92
CHA,Chagee Holdings Ltd. ADR (CHA),34.15,3.04,9.77
CRVO,CervoMed Inc. (CRVO),9.48,0.84,9.76
AMIX,Autonomix Medical Inc. (AMIX),2.28,0.20,9.62
DUOT,Duos Technologies Group Inc. (DUOT),7.32,0.63,9.42
KPTI,Karyopharm Therapeutics Inc. (KPTI),6.11,0.49,8.72
NVEE,NV5 Global Inc. (NVEE),17.44,1.38,8.59
CVRX,CVRx Inc. (CVRX),7.30,0.57,8.54
EPWK,EPWK Holdings Ltd. Cl A (EPWK),13.78,1.07,8.39
VEEE,Twin Vee PowerCats Co. (VEEE),2.47,0.19,8.33
VEON,VEON Ltd. ADR (VEON),46.13,3.50,8.21
FL,Foot Locker Inc. (FL),12.64,0.92,7.80
SOHU,Sohu.com Ltd. ADR (SOHU),10.67,0.77,7.78
CLBR,Colombier Acquisition Corp. II Cl A (CLBR),12.37,0.87,7.56
SPCE,Virgin Galactic Holdings Inc. (SPCE),3.07,0.22,7.56
OPRA,Opera Ltd. ADR (OPRA),16.69,1.16,7.47
MYNZ,Mainz Biomed N.V. (MYNZ),3.79,0.26,7.37
TATT,Tat Technologies Ltd. (TATT),27.22,1.82,7.19
RZLV,Rezolve AI PLC (RZLV),2.24,0.14,6.94
TRVG,trivago N.V. ADR (TRVG),3.89,0.25,6.87
SMMT,Summit Therapeutics Inc. (SMMT),25.05,1.58,6.75
CLDX,Celldex Therapeutics Inc. (CLDX),20.89,1.32,6.75
MWYN,Marwynn Holdings Inc. (MWYN),4.24,0.26,6.53
RVMD,Revolution Medicines Inc. (RVMD),41.29,2.52,6.50
EPSM,Epsium Enterprise Ltd. (EPSM),8.04,0.49,6.49
CCM,Concord Medical Services Holdings Ltd. ADR (CCM),5.66,0.34,6.45
CIA,Citizens Inc. Cl A (CIA),4.56,0.27,6.29
CDTG,CDT Environmental Technology Investment Holdings Ltd. (CDTG),2.51,0.15,6.29
USAR,USA Rare Earth Inc. (USAR),12.90,0.76,6.26
CVAC,CureVac N.V. (CVAC),3.42,0.19,5.88
ARRY,Array Technologies Inc. (ARRY),5.31,0.29,5.78
MTSR,Metsera Inc. (MTSR),19.60,1.07,5.77
RAPP,Rapport Therapeutics Inc. (RAPP),11.23,0.61,5.74
SMHI,SEACOR Marine Holdings Inc. (SMHI),5.18,0.28,5.71
BHVN,Biohaven Ltd. (BHVN),20.96,1.11,5.62
NIO,NIO Inc. ADR (NIO),4.26,0.23,5.58
SATL,Satellogic Inc. (SATL),3.92,0.20,5.53
KALU,Kaiser Aluminum Corp. (KALU),64.01,3.35,5.52
LUMN,Lumen Technologies Inc. (LUMN),3.54,0.18,5.52
TIGR,UP Fintech Holding Ltd. ADR (TIGR),8.14,0.41,5.29
VOC,VOC Energy Trust (VOC),3.32,0.16,5.06
TBMC,Trailblazer Merger Corp. I Cl A (TBMC),12.10,0.58,5.03
CX,Cemex S.A.B. de C.V. ADR (CX),6.22,0.30,4.99
SEPN,Septerna Inc. (SEPN),6.78,0.32,4.95
CLMT,Calumet Inc. (CLMT),10.98,0.51,4.82
CLCO,Cool Co. Ltd. (CLCO),5.92,0.27,4.69
SND,Smart Sand Inc. (SND),2.16,0.10,4.60
SKBL,Skyline Builders Group Holding Ltd. Cl A (SKBL),12.20,0.53,4.54
BBWI,Bath & Body Works Inc. (BBWI),30.88,1.29,4.38
OCUL,Ocular Therapeutix Inc. (OCUL),8.04,0.34,4.35
SMTK,SmartKem Inc. (SMTK),2.41,0.10,4.33
ETNB,89bio Inc. (ETNB),7.24,0.30,4.32
HHS,Harte-Hanks Inc. (HHS),4.85,0.20,4.30
NVCT,Nuvectis Pharma Inc. (NVCT),10.94,0.45,4.29
ZK,ZEEKR Intelligent Technology Holding Ltd. ADR (ZK),21.90,0.90,4.26
CHMI,Cherry Hill Mortgage Investment Corp. (CHMI),2.82,0.12,4.24
EVLV,Evolv Technologies Holdings Inc. (EVLV),4.06,0.17,4.24
BZ,Kanzhun Ltd. ADR (BZ),14.96,0.60,4.21
POET,POET Technologies Inc. (POET),4.28,0.17,4.14
MSW,Ming Shing Group Holdings Ltd. (MSW),3.78,0.15,4.10
OTLY,Oatly Group AB ADR (OTLY),9.68,0.38,4.09
NFE,New Fortress Energy LLC Cl A (NFE),5.74,0.23,4.08
EXTR,Extreme Networks Inc. (EXTR),13.00,0.51,4.04
BIOA,BioAge Labs Inc. (BIOA),4.40,0.17,4.02
VRNA,Verona Pharma PLC ADR (VRNA),68.09,2.63,4.02
XMTR,Xometry Inc. Cl A (XMTR),26.16,1.00,3.99
PDYN,Palladyne AI Corp. (PDYN),6.53,0.25,3.98
IMVT,Immunovant Inc. (IMVT),15.30,0.58,3.97
FCEL,FuelCell Energy Inc. (FCEL),3.97,0.15,3.92
EVH,Evolent Health Inc. Cl A (EVH),9.33,0.35,3.90
COGT,Cogent Biosciences Inc. (COGT),4.82,0.18,3.88
APEI,American Public Education Inc. (APEI),24.88,0.92,3.84
