symbol,price,price_change,price_percent_change
PONY,10.32,3.3099995,47.21825
ADMA,24.51,2.6499996,12.122596
BHVN,21.74,1.9,9.57661
OTLY,10.0,0.6999998,7.52688
GMVHY,8.36,0.5499997,7.04225
VEON,45.6,2.9699974,6.966919
RVMD,41.47,2.7000008,6.9641495
HPH,8.18,0.49000025,6.3719144
W,31.02,1.77,6.05128
ANGPY,5.92,0.32000017,5.7142887
HTHIY,27.84,1.4699993,5.5745134
BBWI,31.22,1.64,5.54428
AUR,7.26,0.3800001,5.5232573
VRNA,68.83,3.3700027,5.1481867
APPF,201.49,9.470001,4.9317784
PTON,6.6,0.30999994,4.928457
ZK,22.02,1.02,4.85714
IMVT,15.42,0.6999998,4.755433
IFS,33.62,1.49,4.6374
CX,6.19,0.27,4.56081
RIVN,13.19,0.5699997,4.516638
SEM,18.12,0.77,4.43804
FRGE,13.27,0.56,4.40598
IRDM,24.16,1.0,4.317789
OGN,12.72,0.52,4.2623
QXO,13.42,0.54,4.19255
MATX,106.62,4.24001,4.14144
AU,41.24,1.64,4.14142
RITM,10.97,0.43,4.0797
MRUS,45.28,1.7099991,3.9247167
NXE,5.3,0.2,3.92157
VKTX,25.94,0.95000076,3.8015234
SSRM,10.63,0.3800001,3.707318
ROKU,68.14,2.4300003,3.6980677
M,11.59,0.41,3.66726
DNLI,16.25,0.5699997,3.635202
TIGO,33.95,1.1800003,3.600855
LI,24.3,0.8199997,3.4923327
STNE,14.23,0.47999954,3.4909058
BZ,14.86,0.5,3.4818943
ONON,46.59,1.56,3.46436
SNAP,8.83,0.29,3.39578
ABBV,192.34,6.28,3.37525
BRPHF,15.34,0.5,3.3692722
MNSO,17.62,0.570002,3.34312
MKKGY,28.49,0.9200001,3.3369608
CLF,8.17,0.26,3.28698
SWTX,46.18,1.4599991,3.2647564
FTAI,108.22,3.380005,3.223965
HCM,15.08,0.47000027,3.2169766
OSCR,12.62,0.39,3.18888
PRCT,54.16,1.6699982,3.1815548
VIPS,13.66,0.42,3.17221
OKLO,24.49,0.75,3.15922
TXRH,166.66,5.0200043,3.1056697
CNC,59.47,1.78,3.08546
GILD,106.34,3.1699982,3.0725968
WY,25.57,0.76,3.06328
CCJ,45.32,1.33,3.02341
YARIY,16.74,0.48999977,3.0153832
LB,74.17,2.17,3.01389
