symbol,price,price_change,price_percent_change
PONY,7.17,1.7400002,32.10333
PI,89.05,11.980003,15.544315
HAS,60.6188,7.9288025,15.064834
NOW,935.25,122.54999,15.079364
MCHP,47.05,5.119999,12.210825
MP,25.43,2.540001,11.096553
RMD,237.8149,23.374893,10.9004345
LSCC,48.765,4.864998,11.078215
SMCI,36.4056,3.5056,10.655318
BRPHF,14.82,1.4200001,10.597015
URI,648.05,58.839966,9.986247
ALLE,139.26,12.799995,10.121774
SITM,151.53,13.789993,10.01161
ENTG,79.59,7.0999985,9.794453
KVYO,28.66,2.42,9.222561
MKSI,74.175,6.2649994,9.225444
ASTS,24.455,2.0349998,9.076716
CACI,462.17,38.80002,9.164565
SMTC,29.57,2.42,8.913444
FTI,27.27,2.2399998,8.94926
ON,39.7803,3.1603012,8.629987
FCFS,131.31,10.599998,8.781376
ALGM,19.06,1.539999,8.789948
AMTM,21.47,1.7199993,8.708858
CORT,75.115,5.845001,8.437388
MPWR,581.0,44.03003,8.199719
SOUN,9.4798,0.7298002,8.340574
GEV,363.3,27.209991,8.096043
RMBS,49.685,3.7450027,8.151943
TEAM,224.79,16.519989,7.932006
GEO,30.48,2.1499996,7.591807
NVMI,196.0,14.139999,7.775212
IFNNY,33.62,2.4199982,7.7564044
VRT,84.015,6.0149994,7.711538
APP,271.425,19.074982,7.5589385
CLS,94.92,6.7299957,7.6312456
SLAB,103.26,7.130005,7.4170446
LVS,36.91,2.5299988,7.358926
MRVL,57.66,3.8899994,7.233171
FN,200.415,13.594986,7.27705
MBLY,14.215,1.0150003,7.6893964
TXN,163.02,10.87001,7.1442723
CFLT,23.325,1.5550003,7.1428585
LFUS,174.58,11.630005,7.1371617
RKLB,21.6999,1.4098988,6.9521284
CRDO,43.3,2.8099976,6.939979
KYMR,32.94,2.2399979,7.2964096
CRWD,412.86,27.109985,7.027864
AI,21.8098,1.4197998,6.9632163
TRU,82.655,5.3949966,6.9829097
HOOD,47.76,3.0999985,6.941331
ALAB,64.25,4.0999985,6.81629
ADI,195.705,12.595001,6.87838
TWLO,93.07,5.9400024,6.8174024
FRSH,13.645,0.8650007,6.768394
WDC,40.27,2.5699997,6.816975
HRI,111.92,7.080002,6.7531495
SEIC,77.925,4.925003,6.7465796
NXPI,193.185,12.315002,6.808759
NBIS,24.5092,1.5492,6.750092
COHR,63.365,4.0250015,6.7829485
LITE,58.82,3.6500015,6.615917
RKT,12.925,0.8249998,6.8181806
SNOW,157.5199,10.129898,6.8728533
MDB,173.115,10.455002,6.427519
BE,18.36,1.1000004,6.3731194
PEN,297.5,18.730011,6.718805
ANET,75.39,4.6299973,6.5432405
BRZE,30.22,1.8799992,6.63373
LRCX,71.0,4.2699966,6.398916
FCX,37.46,2.2700005,6.450698
CAR,91.88,5.5699997,6.4534817
VICR,50.81,3.0600014,6.4083796
NTDOY,19.69,1.1700001,6.317495
STM,23.175,1.3949986,6.4049516
GFS,35.1975,2.0874977,6.3047347
WEGZY,8.62,0.5100002,6.2885356
BX,134.98,7.9799957,6.283461
U,22.28,1.3299999,6.3484483
CDNS,282.05,16.629974,6.2655315
ARM,111.91,6.75,6.4187903
HUBS,601.16,35.19995,6.219512
AVGO,187.905,10.994995,6.2150216
COOP,117.565,6.685005,6.029045
IONQ,28.47,1.6700001,6.2313433
GTLB,45.54,2.6200027,6.104387
BLCO,13.52,0.7800007,6.1224546
IRDM,22.895,1.3250008,6.1427946
HIMS,28.335,1.625,6.082725
EW,74.8,4.340004,6.1595287
ST,21.34,1.2199993,6.063615
CORZ,7.545,0.4250002,5.969104
POWI,49.995,2.834999,6.0114484
UPST,46.65,2.670002,6.0709457
APH,75.4927,4.342697,6.103382
ELF,60.27,3.4300003,6.0344834
ESTC,82.0925,4.552498,5.8711605
VTMX,27.06,1.4599991,5.698669
PLTR,106.94,6.1200027,6.0702267
MU,77.28,4.3499985,5.9646215
