symbol,price,price_change,price_percent_change
PONY,7.57,2.1400003,39.41069
PI,89.75,12.68,16.452576
NOW,938.57,125.87,15.4879
HAS,60.37,7.6800003,14.575821
MP,26.01,3.12,13.6304
MCHP,47.12,5.1899986,12.3777685
LSCC,49.09,5.1899986,11.82232
BRPHF,14.91,1.5100002,11.268659
SMMT,36.7,3.4700012,10.442375
ALLE,139.51,13.05,10.3195
KVYO,28.94,2.7,10.2896
RMD,236.1,21.66,10.1007
ENTG,79.71,7.220001,9.959996
URI,647.36,58.15,9.86914
FTI,27.5,2.47,9.86816
MBLY,14.5,1.3000002,9.848487
AMTM,21.68,1.93,9.77215
KYMR,33.56,2.8600006,9.315963
BHVN,23.4,1.98,9.2437
MKSI,74.13,6.2199936,9.159172
FCFS,131.72,11.010002,9.121036
ON,39.96,3.3400002,9.1207
SWTX,44.93,3.7200012,9.026938
BLCO,13.89,1.15,9.02669
SMCI,35.81,2.9099998,8.844984
RKT,13.16,1.06,8.76033
LFUS,176.58,13.630005,8.364532
NVMI,196.75,14.889999,8.187616
MPWR,580.75,43.78003,8.153161
SITM,148.95,11.209991,8.138515
TEAM,225.08,16.809998,8.071252
SMTC,29.34,2.1900005,8.0663
SLAB,103.88,7.75,8.062
AI,22.02,1.63,7.99412
TEM,53.5,3.9500008,7.9717474
AMRN,11.18,0.82000065,7.915065
CACI,456.67,33.3,7.86546
HOOD,48.15,3.4900017,7.8146033
RKLB,21.88,1.5899982,7.8363633
SEIC,78.7,5.699997,7.808215
TFII,84.53,6.1,7.77763
ALGM,18.87,1.3500004,7.7054815
SNOW,158.66,11.27,7.64638
ST,21.64,1.52,7.55466
VRT,83.88,5.88,7.53846
RMBS,49.36,3.420002,7.444497
ASTS,24.07,1.6499996,7.359499
TWLO,93.53,6.4,7.34535
CRWD,414.05,28.299988,7.3363543
ALAB,64.55,4.4000015,7.3150477
GEV,360.49,24.4,7.25996
STM,23.34,1.56,7.16253
SOUN,9.38,0.6300001,7.2000012
MNDY,265.68,17.689987,7.1333466
COHR,63.51,4.17,7.0273
BRZE,30.33,1.9899998,7.0218763
NXPI,193.57,12.700012,7.0216246
PEN,298.25,19.48,6.98784
FCX,37.63,2.44,6.93379
PLTR,107.78,6.959999,6.9033914
LOAR,91.85,5.91,6.87689
APH,76.03,4.88,6.85875
CFLT,23.26,1.4899998,6.84428
ESI,20.53,1.31,6.81582
IRDM,23.04,1.4700012,6.8150268
TWST,40.17,2.5499992,6.7783074
TRU,82.47,5.21,6.74346
FRSH,13.64,0.8600006,6.729269
ELF,60.66,3.82,6.72062
WSC,24.89,1.5499992,6.6409564
EW,75.13,4.67,6.62787
INSP,158.2,9.83,6.62533
MRVL,57.33,3.5600014,6.6207943
ADI,195.23,12.119995,6.618969
TXN,162.13,9.980011,6.5593243
WDC,40.17,2.4699974,6.5517173
NBIS,24.46,1.5,6.533101
ECG,40.97,2.51,6.52627
LITE,58.77,3.6000023,6.52529
FN,199.0,12.18,6.51964
ARM,112.01,6.8499985,6.5138817
U,22.31,1.36,6.49164
LVS,36.61,2.23,6.48633
MDB,173.21,10.550003,6.4859233
POWI,50.19,3.0299988,6.4249334
GTLB,45.67,2.75,6.40727
ANET,75.29,4.53,6.40192
RNG,25.01,1.5,6.38026
CVNA,235.02,14.08,6.37277
TTD,53.27,3.1899986,6.3698053
FUTU,93.89,5.6100006,6.354781
AVGO,188.15,11.23999,6.353507
STX,83.04,4.9500046,6.3388457
ACHR,8.56,0.51,6.33541
HRI,111.45,6.61,6.30485
WEGZY,8.62,0.5100002,6.288536
LRCX,70.9,4.169998,6.2490606
CNXC,51.11,3.0,6.2357097
CVLT,163.32,9.580002,6.2313004
UPST,46.71,2.7299995,6.207366
