Symbol,Name,Last Price,Change,Change %
BRPHF,Galaxy Digital Holdings Ltd.,,13.15+2.17(+19.76%),+2.17
CLSK,"CleanSpark, Inc.",,8.78+1.31(+17.54%),+1.31
MARA,"MARA Holdings, Inc.",,14.05+1.76(+14.32%),+1.76
EFX,Equifax Inc.,,245.18+29.89(+13.88%),+29.89
ROOT,"Root, Inc.",,134.95+16.56(+13.99%),+16.56
CALX,"Calix, Inc.",,37.61+4.36(+13.11%),+4.36
RIOT,"Riot Platforms, Inc.",,7.11+0.82(+13.04%),+0.82
HCM,HUTCHMED (China) Limited,,15.62+1.73(+12.45%),+1.73
DNLI,Denali Therapeutics Inc.,,14.60+1.45(+11.03%),+1.45
RH,RH,,172.73+16.94(+10.87%),+16.94
FSLR,"First Solar, Inc.",,135.30+12.85(+10.50%),+12.85
PAGS,PagSeguro Digital Ltd.,,9.36+0.89(+10.52%),+0.89
ATKR,Atkore Inc.,,62.58+5.85(+10.31%),+5.85
XIACF,Xiaomi Corporation,,5.81+0.51(+9.62%),+0.51
FUJIY,FUJIFILM Holdings Corporation,,10.32+0.90(+9.55%),+0.90
XIACY,Xiaomi Corporation,,28.95+2.50(+9.45%),+2.50
ZLAB,Zai Lab Limited,,32.53+2.82(+9.49%),+2.82
AMRN,Amarin Corporation plc,,10.40+0.85(+8.90%),+0.85
SWTX,"SpringWorks Therapeutics, Inc.",,40.50+3.44(+9.28%),+3.44
PNR,Pentair plc,,86.30+7.34(+9.30%),+7.34
ADMA,"ADMA Biologics, Inc.",,21.38+1.74(+8.85%),+1.74
STNE,StoneCo Ltd.,,13.12+1.06(+8.79%),+1.06
SRAD,Sportradar Group AG,,25.02+2.01(+8.74%),+2.01
HTZ,"Hertz Global Holdings, Inc.",,8.51+0.68(+8.68%),+0.68
SOUN,"SoundHound AI, Inc.",,8.14+0.64(+8.53%),+0.64
