symbol,price,price_change,price_percent_change
CEP,32.38,7.58,30.58
RETO,4.47,0.87,24.06
UPXI,15.93,2.41,17.83
NEOV,2.64,0.36,15.79
HONE,11.30,1.24,12.28
JNVR,55.72,6.08,12.25
PONY,8.47,0.90,11.89
AREB,4.38,0.46,11.72
EPWK,12.09,1.19,10.92
FIX,408.78,32.57,8.66
CSIQ,10.08,0.80,8.63
EHC,110.13,8.72,8.60
LBRDK,83.92,6.55,8.47
CHTR,363.43,28.10,8.38
COUR,8.33,0.63,8.18
NTGR,24.02,1.59,7.09
MBOT,2.60,0.17,7.00
VRSN,269.48,16.89,6.69
FLG,12.01,0.74,6.57
SNOA,4.11,0.25,6.51
BYD,70.13,4.09,6.20
SXT,85.06,4.92,6.13
FPH,5.52,0.32,6.07
VSTM,7.95,0.45,6.00
BWLP,10.30,0.58,5.97
OST,2.93,0.16,5.78
SPHR,27.93,1.46,5.52
BBAI,3.07,0.16,5.50
DLR,162.18,8.44,5.49
FCUV,4.97,0.25,5.30
TNET,81.66,4.08,5.25
EPSM,7.28,0.34,4.92
RAIL,6.75,0.30,4.65
RDDT,117.45,5.20,4.63
SEM,17.34,0.77,4.61
YALA,7.88,0.34,4.58
CRWV,43.43,1.66,3.96
UVE,24.30,0.91,3.89
FHI,39.70,1.41,3.67
SOFI,12.76,0.45,3.61
VRT,86.80,2.92,3.49
CEPO,11.40,0.36,3.26
ACB,4.86,0.15,3.18
BRFS,3.94,0.12,3.00
LOAR,94.56,2.71,2.95
GEHC,69.01,1.97,2.93
APPS,3.48,0.10,2.81
LPG,21.55,0.57,2.72
ORC,7.12,0.18,2.67
CORZ,7.73,0.20,2.66
MSTR,359.57,9.23,2.63
CZR,27.88,0.71,2.63
MRX,41.67,0.99,2.43
GOOGL,163.39,4.11,2.58
EVLV,3.62,0.09,2.55
APLD,4.66,0.12,2.53
BTBT,2.09,0.05,2.45
WRD,7.26,0.17,2.40
GOOG,165.33,3.86,2.39
GENI,10.80,0.24,2.27
CVNA,240.33,5.31,2.26
SNAP,8.52,0.18,2.22
AREN,4.68,0.10,2.18
MXL,9.86,0.21,2.18
SURG,3.30,0.07,2.17
IREN,6.44,0.14,2.14
KN,15.98,0.33,2.11
UPST,47.69,0.98,2.10
TK,6.95,0.14,2.06
NOK,4.96,0.10,1.95
SHOP,97.07,1.95,2.05
EBS,5.48,0.11,2.05
PPTA,14.59,0.29,2.03
CLSK,9.04,0.18,2.02
PWR,287.61,5.49,1.95
QUBT,7.07,0.13,1.87
ACHR,8.72,0.15,1.81
IAS,7.00,0.12,1.74
CRNC,9.09,0.15,1.74
TT,348.98,5.94,1.73
PATH,11.52,0.20,1.72
BA,179.22,2.96,1.68
CIFR,3.05,0.05,1.66
SE,126.30,2.06,1.66
OXSQ,2.48,0.04,1.64
EAT,159.82,2.53,1.61
BIDU,90.93,1.43,1.60
FMC,41.44,0.65,1.59
UBER,79.33,1.24,1.58
ANET,76.49,1.20,1.59
LAZR,3.91,0.06,1.56
NRG,107.74,1.63,1.53
FI,179.60,2.70,1.53
ZGN,7.80,0.12,1.50
VCIG,4.80,0.07,1.48
SPIR,9.76,0.14,1.46
LYFT,12.24,0.17,1.45
RNR,231.24,3.30,1.45
COHR,64.42,0.91,1.43
PHG,25.07,0.35,1.42
