Symbol,Name,Last Price,Change,Change %
FRGE,"Forge Global Holdings, Inc.",,11.80+2.17(+22.32%),+2.17
PIII,P3 Health Partners Inc.,,10.05+1.06(+11.80%),+1.06
DSDVY,DSV A/S,,94.50+7.57(+8.71%),+7.57
ERIC,Telefonaktiebolaget LM Ericsson (publ),,8.03+0.59(+7.85%),+0.59
PAY,"Paymentus Holdings, Inc.",,29.79+1.79(+6.40%),+1.79
DNZOY,DENSO Corporation,,12.35+0.73(+6.28%),+0.73
RKLB,"Rocket Lab USA, Inc.",,20.33+1.20(+6.27%),+1.20
DJT,Trump Media & Technology Group Corp.,,20.03+1.10(+5.81%),+1.10
CODYY,Compagnie de Saint-Gobain S.A.,,20.38+1.07(+5.54%),+1.07
SRRK,Scholar Rock Holding Corporation,,30.50+1.57(+5.41%),+1.57
NFLX,"Netflix, Inc.",,981.85+50.57(+5.43%),+50.57
FINMY,Leonardo S.p.a.,,26.26+1.29(+5.18%),+1.29
PTCT,"PTC Therapeutics, Inc.",,47.39+2.31(+5.12%),+2.31
RCRUY,"Recruit Holdings Co., Ltd.",,10.66+0.50(+4.92%),+0.50
PLTR,Palantir Technologies Inc.,,97.08+4.46(+4.82%),+4.46
STRL,"Sterling Infrastructure, Inc.",,141.75+6.52(+4.82%),+6.52
LEGN,Legend Biotech Corporation,,33.63+1.52(+4.73%),+1.52
CVNA,Carvana Co.,,214.00+9.27(+4.53%),+9.27
SPOT,Spotify Technology S.A.,,574.63+25.46(+4.64%),+25.46
ADMA,"ADMA Biologics, Inc.",,21.83+0.92(+4.38%),+0.92
HPE,Hewlett Packard Enterprise Company,,14.91+0.64(+4.45%),+0.64
CRWD,"CrowdStrike Holdings, Inc.",,396.79+18.13(+4.79%),+18.13
TNXP,Tonix Pharmaceuticals Holding Corp.,,16.86+0.71(+4.40%),+0.71
MMYT,MakeMyTrip Limited,,102.23+4.28(+4.37%),+4.28
DJTWW,Trump Media & Technology Group Corp.,,12.90+0.54(+4.37%),+0.54
