symbol,price,price_change,price_percent_change
BRPHF,13.18,2.2000008,20.036438
CLSK,8.77,1.3000007,17.402954
MARA,14.06,1.7700005,14.401956
ROOT,134.95,16.559998,13.987666
EFX,245.08,29.79,13.8372
RIOT,7.12,0.8299999,13.195547
CALX,37.61,4.36,13.1128
HCM,15.6,1.71,12.311015
DNLI,14.6,1.4500008,11.026623
RH,172.8,17.01,10.9186
FSLR,135.35,12.900009,10.53492
ATKR,62.66,5.93,10.453
PAGS,9.35,0.88,10.3896
FUJIY,10.36,0.9399996,9.978764
AMRN,10.46,0.90999985,9.528794
ZLAB,32.53,2.8199997,9.491753
XIACF,5.8,0.5,9.433962
XIACY,28.92,2.4699993,9.338371
SWTX,40.5,3.4399986,9.282241
PNR,86.24,7.28,9.21986
ADMA,21.39,1.75,8.910387
SRAD,25.04,2.0300007,8.822254
HTZ,8.52,0.69000053,8.812267
STNE,13.12,1.0599995,8.789381
COIN,190.0,15.0,8.571429
SOUN,8.14,0.64000034,8.533338
SMMT,27.35,2.130001,8.445683
PENN,14.99,1.1599998,8.387562
PHM,100.89,7.78,8.35571
IVZ,13.49,1.03,8.26645
CVNA,211.95,16.12,8.23163
MMM,136.33,10.24,8.12119
PTON,5.75,0.42999983,8.082704
APGE,35.5,2.6500015,8.066977
RDDT,101.66,7.51,7.97663
MSTR,343.03,25.269989,7.952539
AFRM,43.82,3.1699982,7.798273
AUR,6.15,0.44000006,7.70578
TAL,10.75,0.76,7.60761
VKTX,25.48,1.7600002,7.4199
SRPT,59.31,4.080002,7.3872933
YUMC,44.78,3.08,7.38609
BYDDY,98.44,6.7400055,7.350061
MAN,42.86,2.89,7.23042
SIG,56.19,3.78,7.21236
CATY,41.35,2.75,7.1243525
CZR,26.75,1.75,7.0
LEGN,34.48,2.2399979,6.947884
TWST,36.94,2.3799973,6.8865657
UCB,26.27,1.69,6.87551
QFIN,37.93,2.4399986,6.875172
TRU,75.56,4.85,6.859
RKT,12.34,0.79,6.83983
DGX,172.84,10.98,6.78364
BYDDF,49.18,3.0800018,6.6811323
PI,74.29,4.6200027,6.6312656
LKNCY,32.01,1.9799976,6.5933986
WGS,96.89,5.8499985,6.425745
ZK,19.56,1.18,6.42002
DUOL,336.34,20.269989,6.4131327
FUTU,85.34,5.119995,6.3824425
SMMYY,5.67,0.34000015,6.3789897
IONQ,25.56,1.53,6.36704
KC,11.7,0.6999998,6.3636346
MTSUY,18.32,1.0900002,6.326176
CHWY,36.02,2.14,6.31641
W,27.44,1.63,6.31539
MOH,321.16,19.07,6.31269
VRT,71.82,4.25,6.28977
BHF,51.82,3.0299988,6.2102866
CRDO,37.02,2.1599998,6.196213
INTR,6.04,0.3499999,6.1511407
SRRK,31.64,1.8299999,6.1388793
NRG,98.8,5.71001,6.13386
GE,189.18,10.83,6.07232
OS,19.79,1.1300011,6.05574
CRS,177.38,9.98001,5.96177
PAY,30.01,1.67,5.89273
RUM,7.56,0.42000008,5.8823543
IESC,177.52,9.850006,5.874638
LNVGY,21.66,1.2000008,5.8651066
XENE,36.73,2.0299988,5.8501406
DVN,31.2,1.72,5.83447
GPN,71.39,3.92,5.80999
DFH,22.26,1.22,5.79848
TOL,97.47,5.34,5.79616
LAZ,36.4,1.99,5.78321
COHR,55.13,3.01,5.77514
TMHC,58.79,3.2,5.75643
OGN,11.24,0.61,5.73847
VST,112.63,6.11,5.73601
BURBY,9.04,0.48999977,5.7309914
CE,41.56,2.25,5.72373
RGTI,8.57,0.46000004,5.6720104
WTS,204.19,10.93,5.6556
SPOT,590.39,31.57,5.64941
MTH,68.16,3.64001,5.64167
CCOJY,9.18,0.49000072,5.638674
HSHCY,11.44,0.60999966,5.632499
HOOD,42.09,2.2400017,5.6210833
