symbol,price,price_change,price_percent_change
SNOA,3.95,1.62,69.53
CEP,16.76,6.14,57.82
EPWK,8.26,2.87,53.25
PRPO,7.62,2.17,39.82
PLUR,6.77,1.97,41.08
AREB,3.07,0.86,38.91
BSLK,7.13,1.82,34.27
AREN,3.34,0.81,32.02
PONY,5.42,1.26,30.29
HCSG,12.18,2.77,29.39
PEGA,88.47,19.71,28.66
RZLT,3.97,0.86,27.68
AVR,4.46,0.95,27.07
MIND,6.90,1.46,26.84
JNVR,55.72,10.86,24.21
ENGS,7.25,1.40,23.93
UPXI,11.12,2.13,23.61
TIL,20.36,3.87,23.47
NDRA,3.79,0.70,22.84
MAXN,3.33,0.60,22.07
SMMT,33.29,5.94,21.72
MCRB,9.84,1.68,20.59
ATHR,6.08,1.01,20.00
XYF,13.93,2.29,19.67
NVAX,7.44,1.20,19.12
SBEV,8.00,1.23,18.17
COMM,3.78,0.56,17.18
XGN,5.65,0.81,16.74
BLIV,4.37,0.61,16.22
TEM,49.57,6.34,14.67
QBTS,7.16,0.91,14.48
FATN,11.55,1.45,14.36
WGRX,4.00,0.50,14.31
GRAL,33.83,4.14,13.93
RGNX,8.90,1.07,13.75
TNXP,16.98,2.02,13.54
PSIX,23.86,2.83,13.49
SPAI,3.90,0.44,12.74
SWIM,5.56,0.61,12.45
NGNE,15.54,1.71,12.40
BCAX,15.53,1.71,12.37
SXTP,3.00,0.33,12.36
PLX,2.96,0.33,12.36
ATXS,5.19,0.57,12.34
SERV,5.91,0.64,12.15
YSG,4.57,0.49,12.01
NUKK,16.00,1.70,11.89
NVCT,10.37,1.10,11.87
VCIG,3.99,0.42,11.76
EXOD,43.78,4.59,11.72
BDMD,6.40,0.67,11.69
GAIA,4.50,0.47,11.66
MSW,3.75,0.39,11.61
BLFS,24.40,2.51,11.47
DJT,26.36,2.71,11.46
AARD,8.51,0.85,11.10
CRBP,7.43,0.74,11.06
ATI,50.65,5.04,11.05
APPN,29.66,2.92,10.94
SPCE,2.84,0.28,10.94
TMDE,5.81,0.57,10.88
API,2.92,0.28,10.84
GLUE,5.33,0.52,10.81
CMPS,3.96,0.39,10.78
SUNE,2.86,0.28,10.66
FHTX,4.69,0.45,10.61
PNBK,3.45,0.33,10.58
MFH,6.53,0.62,10.49
ISSC,6.66,0.63,10.45
ICHR,19.45,1.83,10.41
KRRO,18.02,1.69,10.32
VVPR,2.80,0.26,10.24
AAPG,23.78,2.19,10.12
SMTC,27.17,2.48,10.04
DUOL,370.05,33.71,10.02
HSAI,14.40,1.31,10.01
INOD,34.36,3.12,9.99
RGLS,2.55,0.23,9.91
ACHR,8.06,0.72,9.88
BNTX,114.98,10.30,9.84
BTCT,4.15,0.37,9.79
UCTT,20.70,1.84,9.79
KOD,4.00,0.35,9.75
FARO,26.43,2.34,9.71
CRSR,6.62,0.58,9.70
ACOG,5.00,0.44,9.65
EWTX,14.83,1.30,9.61
ROOT,147.88,12.93,9.58
CRDO,40.52,3.50,9.47
QSG,5.10,0.44,9.44
ALGT,45.64,3.92,9.40
TSSI,7.35,0.63,9.37
CEVA,25.70,2.20,9.36
AEVA,6.76,0.57,9.30
WGS,105.90,9.01,9.30
TRVG,3.80,0.32,9.20
SLN,3.33,0.28,9.18
SLSR,3.94,0.33,9.15
BMR,2.40,0.20,9.09
MBLY,13.12,1.07,8.92
