symbol,price,price_change,price_percent_change
CEP,25.17,8.67,52.52
TMC,3.68,1.13,44.32
PONY,7.57,2.14,39.41
AREN,4.58,1.22,36.31
ZYBT,10.55,2.73,34.91
EPWK,10.89,2.77,34.11
OST,2.80,0.71,33.97
XELB,3.02,0.72,31.59
AMBP,3.60,0.83,30.25
SAGT,3.31,0.73,28.46
AREB,3.93,0.86,28.10
EPSM,6.89,1.51,28.07
HOLO,14.74,3.16,27.29
SHYF,9.22,1.92,26.23
KWE,5.78,1.20,26.13
PLL,8.91,1.76,24.62
SURG,3.24,0.60,23.00
WOLF,3.14,0.57,22.37
ALMU,8.46,1.51,21.73
UPXI,13.40,2.39,21.73
USAR,13.22,2.34,21.51
SINT,2.70,0.46,20.54
ENGS,8.82,1.50,20.44
STAK,2.83,0.48,20.43
JAGX,8.01,1.34,20.09
ZENA,2.63,0.44,20.07
UMAC,6.30,1.00,18.96
CYH,2.88,0.45,18.31
GES,11.75,1.81,18.21
FARO,31.13,4.73,17.92
CSIQ,9.26,1.40,17.81
HZO,22.74,3.42,17.68
MBOT,2.44,0.35,17.07
VCIG,4.68,0.68,17.02
PI,89.73,12.66,16.43
DDC,2.56,0.36,16.36
IRBT,2.43,0.33,15.89
NOW,939.68,126.98,15.62
IVDA,2.85,0.38,15.38
OCX,3.40,0.45,15.25
SHFS,3.80,0.50,15.15
ELPW,3.09,0.40,14.87
WIMI,5.66,0.73,14.81
TECX,22.39,2.85,14.59
HAS,60.36,7.67,14.56
GSRTR,2.70,0.34,14.41
ECOR,7.53,0.94,14.26
TTEC,4.38,0.55,14.23
AVR,5.10,0.62,13.84
MTLS,5.27,0.64,13.82
MP,26.00,3.11,13.59
INDV,10.73,1.28,13.54
BKSY,8.16,0.96,13.33
CRBP,8.35,0.96,12.99
SERV,6.66,0.77,12.97
NFE,5.88,0.67,12.74
LU,2.94,0.33,12.40
FCUV,4.72,0.52,12.38
NNE,23.05,2.53,12.33
MCHP,47.07,5.14,12.26
AOSL,19.52,2.09,11.99
SGMT,3.10,0.33,11.89
ENTX,2.32,0.24,11.84
BCTX,6.07,0.64,11.79
CLNN,3.16,0.33,11.66
BMEA,2.30,0.24,11.65
LSCC,49.01,5.11,11.64
TOI,3.22,0.34,11.63
ATRA,7.70,0.80,11.59
BKKT,10.09,1.04,11.49
GRAL,37.63,3.87,11.46
PSIX,26.80,2.75,11.43
APLD,4.53,0.45,11.03
TREE,51.56,5.17,11.13
SVCO,5.20,0.52,11.11
AEVA,7.48,0.74,10.98
CVLG,20.86,2.06,10.96
IPI,33.21,3.27,10.92
HCSG,13.52,1.33,10.91
SEZL,47.34,4.50,10.50
SMMT,36.68,3.45,10.38
SMHI,5.00,0.47,10.38
ALLE,139.50,13.04,10.31
KVYO,28.94,2.70,10.29
FTRE,5.86,0.55,10.24
PAL,9.11,0.84,10.16
RMD,236.10,21.66,10.10
VSH,12.92,1.19,10.09
PAYS,2.41,0.22,10.05
DPRO,2.77,0.25,9.92
URI,647.56,58.35,9.90
ATLX,4.45,0.40,9.88
GSIT,3.01,0.27,9.85
ENTG,79.60,7.11,9.81
FTI,27.47,2.44,9.75
TALK,3.10,0.28,9.72
AMTM,21.66,1.91,9.67
MBLY,14.48,1.27,9.66
OUST,7.74,0.68,9.63
CTGO,14.69,1.29,9.63
