Symbol,Name,Last Price,Change,Change %
PONY,Pony AI Inc.,7.17,1.7400002,32.10333
PI,"Impinj, Inc.",89.05,11.980003,15.544315
HAS,"Hasbro, Inc.",60.6188,7.9288025,15.064834
NOW,"ServiceNow, Inc.",935.25,122.54999,15.079364
MCHP,Microchip Technology Incorporat,47.05,5.119999,12.210825
MP,MP Materials Corp.,25.43,2.540001,11.096553
RMD,ResMed Inc.,237.8149,23.374893,10.9004345
LSCC,Lattice Semiconductor Corporati,48.765,4.864998,11.078215
SMCI,"Super Micro Computer, Inc.",36.4056,3.5056,10.655318
BRPHF,Galaxy Digital Holdings Ltd.,14.82,1.4200001,10.597015
URI,"United Rentals, Inc.",648.05,58.839966,9.986247
ALLE,Allegion plc,139.26,12.799995,10.121774
SITM,SiTime Corporation,151.53,13.789993,10.01161
ENTG,"Entegris, Inc.",79.59,7.0999985,9.794453
KVYO,"Klaviyo, Inc. Series A",28.66,2.42,9.222561
MKSI,"MKS Instruments, Inc.",74.175,6.2649994,9.225444
ASTS,"AST SpaceMobile, Inc.",24.455,2.0349998,9.076716
CACI,"CACI International, Inc.",462.17,38.80002,9.164565
SMTC,Semtech Corporation,29.57,2.42,8.913444
FTI,TechnipFMC plc,27.27,2.2399998,8.94926
ON,ON Semiconductor Corporation,39.7803,3.1603012,8.629987
FCFS,"FirstCash Holdings, Inc.",131.31,10.599998,8.781376
ALGM,"Allegro MicroSystems, Inc.",19.06,1.539999,8.789948
AMTM,"Amentum Holdings, Inc.",21.47,1.7199993,8.708858
CORT,Corcept Therapeutics Incorporat,75.115,5.845001,8.437388
MPWR,"Monolithic Power Systems, Inc.",581.0,44.03003,8.199719
SOUN,"SoundHound AI, Inc.",9.4798,0.7298002,8.340574
GEV,GE Vernova Inc.,363.3,27.209991,8.096043
RMBS,"Rambus, Inc.",49.685,3.7450027,8.151943
TEAM,Atlassian Corporation,224.79,16.519989,7.932006
GEO,Geo Group Inc (The) REIT,30.48,2.1499996,7.591807
NVMI,Nova Ltd.,196.0,14.139999,7.775212
IFNNY,Infineon Technologies AG,33.62,2.4199982,7.7564044
VRT,"Vertiv Holdings, LLC",84.015,6.0149994,7.711538
APP,Applovin Corporation,271.425,19.074982,7.5589385
CLS,"Celestica, Inc.",94.92,6.7299957,7.6312456
SLAB,"Silicon Laboratories, Inc.",103.26,7.130005,7.4170446
LVS,Las Vegas Sands Corp.,36.91,2.5299988,7.358926
MRVL,"Marvell Technology, Inc.",57.66,3.8899994,7.233171
FN,Fabrinet,200.415,13.594986,7.27705
MBLY,Mobileye Global Inc.,14.215,1.0150003,7.6893964
TXN,Texas Instruments Incorporated,163.02,10.87001,7.1442723
CFLT,"Confluent, Inc.",23.325,1.5550003,7.1428585
LFUS,"Littelfuse, Inc.",174.58,11.630005,7.1371617
RKLB,"Rocket Lab USA, Inc.",21.6999,1.4098988,6.9521284
CRDO,Credo Technology Group Holding ,43.3,2.8099976,6.939979
KYMR,"Kymera Therapeutics, Inc.",32.94,2.2399979,7.2964096
CRWD,"CrowdStrike Holdings, Inc.",412.86,27.109985,7.027864
AI,"C3.ai, Inc.",21.8098,1.4197998,6.9632163
TRU,TransUnion,82.655,5.3949966,6.9829097
HOOD,"Robinhood Markets, Inc.",47.76,3.0999985,6.941331
ALAB,"Astera Labs, Inc.",64.25,4.0999985,6.81629
ADI,"Analog Devices, Inc.",195.705,12.595001,6.87838
TWLO,Twilio Inc.,93.07,5.9400024,6.8174024
FRSH,Freshworks Inc.,13.645,0.8650007,6.768394
WDC,Western Digital Corporation,40.27,2.5699997,6.816975
HRI,Herc Holdings Inc.,111.92,7.080002,6.7531495
SEIC,SEI Investments Company,77.925,4.925003,6.7465796
NXPI,NXP Semiconductors N.V.,193.185,12.315002,6.808759
NBIS,Nebius Group N.V.,24.5092,1.5492,6.750092
COHR,Coherent Corp.,63.365,4.0250015,6.7829485
LITE,Lumentum Holdings Inc.,58.82,3.6500015,6.615917
RKT,"Rocket Companies, Inc.",12.925,0.8249998,6.8181806
SNOW,Snowflake Inc.,157.5199,10.129898,6.8728533
MDB,"MongoDB, Inc.",173.115,10.455002,6.427519
BE,Bloom Energy Corporation,18.36,1.1000004,6.3731194
PEN,"Penumbra, Inc.",297.5,18.730011,6.718805
ANET,"Arista Networks, Inc.",75.39,4.6299973,6.5432405
BRZE,"Braze, Inc.",30.22,1.8799992,6.63373
LRCX,Lam Research Corporation,71.0,4.2699966,6.398916
FCX,"Freeport-McMoRan, Inc.",37.46,2.2700005,6.450698
CAR,"Avis Budget Group, Inc.",91.88,5.5699997,6.4534817
VICR,Vicor Corporation,50.81,3.0600014,6.4083796
NTDOY,"Nintendo Co., Ltd.",19.69,1.1700001,6.317495
STM,STMicroelectronics N.V.,23.175,1.3949986,6.4049516
GFS,GlobalFoundries Inc.,35.1975,2.0874977,6.3047347
WEGZY,Weg SA,8.62,0.5100002,6.2885356
BX,Blackstone Inc.,134.98,7.9799957,6.283461
U,Unity Software Inc.,22.28,1.3299999,6.3484483
CDNS,"Cadence Design Systems, Inc.",282.05,16.629974,6.2655315
