Symbol,Name,Last Price,Change,Change %
SNOA,Sonoma Pharmaceuticals Inc. (SNOA),3.72,1.39,59.65
AREB,American Rebel Holdings Inc. (AREB),3.14,0.93,42.09
TIL,Instil Bio Inc. (TIL),21.76,5.27,31.96
UPXI,Upexi Inc. (UPXI),11.87,2.87,31.89
MIND,MIND Technology Inc. (MIND),7.15,1.71,31.43
PONY,Pony AI Inc. ADR (PONY),5.46,1.30,31.25
PEGA,Pegasystems Inc. (PEGA),88.70,19.94,29.00
BSLK,Bolt Projects Holdings Inc. (BSLK),6.84,1.53,28.81
MCRB,Seres Therapeutics Inc. (MCRB),10.44,2.28,27.94
CEP,Cantor Equity Partners Inc. (CEP),13.52,2.90,27.35
RZLT,Rezolute Inc. (RZLT),3.90,0.79,25.24
PLUR,Pluri Inc. (PLUR),5.88,1.08,22.60
AVR,Anteris Technologies Global Corp. (AVR),4.27,0.76,21.65
SCLX,Scilex Holding Co. (SCLX),4.80,0.81,20.30
HCSG,Healthcare Services Group Inc. (HCSG),11.32,1.91,20.30
NVAX,Novavax Inc. (NVAX),7.40,1.16,18.48
KRRO,Korro Bio Inc. (KRRO),19.28,2.94,18.03
MAXN,Maxeon Solar Technologies Ltd. (MAXN),3.22,0.49,17.95
AREN,Arena Group Holdings Inc. (AREN),2.98,0.45,17.78
JNVR,Janover Inc. (JNVR),52.54,7.68,17.12
GRAL,GRAIL Inc. (GRAL),34.55,4.86,16.37
FATN,FatPipe Inc. (FATN),11.66,1.56,15.45
NDRA,ENDRA Life Sciences Inc. (NDRA),3.55,0.46,15.06
KOD,Kodiak Sciences Inc. (KOD),4.18,0.54,14.78
TEM,Tempus AI Inc. (TEM),49.60,6.38,14.75
BLIV,BeLive Holdings (BLIV),4.31,0.55,14.63
COMM,CommScope Holding Co. Inc. (COMM),3.68,0.45,13.78
BCAX,Bicara Therapeutics Inc. (BCAX),15.69,1.87,13.53
SMMT,Summit Therapeutics Inc. (SMMT),30.99,3.64,13.31
SPAI,Safe Pro Group Inc. (SPAI),3.89,0.43,12.59
QBTS,D-Wave Quantum Inc. (QBTS),7.04,0.79,12.56
PSIX,Power Solutions International Inc. (PSIX),23.65,2.63,12.51
GENVR,Gen Digital Inc. Rt (GENVR),4.84,0.54,12.44
VNET,VNET Group Inc. ADR (VNET),5.48,0.60,12.42
