Symbol,Name,Last Price,Change,Change %
BIYA,Baiya International Group Inc. (BIYA),7.04,0.41,6.18
SKBL,Skyline Builders Group Holding Ltd. Cl A (SKBL),11.07,0.64,6.14
TCMD,Tactile Systems Technology Inc. (TCMD),14.03,0.81,6.13
TRVG,trivago N.V. ADR (TRVG),4.35,0.25,6.10
PRTH,Priority Technology Holdings Inc. (PRTH),7.23,0.41,6.09
NBIS,Nebius Group N.V. Cl A (NBIS),22.38,1.27,6.02
HUT,Hut 8 Corp. (HUT),12.31,0.69,5.94
AEHR,Aehr Test Systems (AEHR),7.72,0.43,5.90
CYD,China Yuchai International Ltd. (CYD),17.99,1.00,5.89
BE,Bloom Energy Corp. (BE),20.78,1.12,5.70
HRTG,Heritage Insurance Holdings Inc. (HRTG),15.24,0.81,5.65
OB,Outbrain Inc. (OB),3.94,0.21,5.63
BHR,Braemar Hotels & Resorts Inc. (BHR),2.63,0.14,5.62
TALK,Talkspace Inc. (TALK),2.70,0.14,5.47
TSLA,Tesla Inc. (TSLA),273.31,14.15,5.46
ZIM,ZIM Integrated Shipping Services Ltd. (ZIM),15.38,0.79,5.38
MAXN,Maxeon Solar Technologies Ltd. (MAXN),3.11,0.16,5.37
LZMH,LZ Technology Holdings Ltd. Cl B (LZMH),7.28,0.37,5.36
XELB,Xcel Brands Inc. (XELB),2.97,0.15,5.32
CBRL,Cracker Barrel Old Country Store Inc. (CBRL),40.88,2.06,5.31
NEON,Neonode Inc. (NEON),8.57,0.43,5.28
MNDY,monday.com Ltd. (MNDY),256.00,12.85,5.28
LEVI,Levi Strauss & Co. Cl A (LEVI),16.41,0.82,5.26
SLQT,SelectQuote Inc. (SLQT),3.52,0.17,5.24
LEU,Centrus Energy Corp. (LEU),65.44,3.23,5.19
RKT,Rocket Cos. Inc. (RKT),12.70,0.63,5.18
SHCO,Soho House & Co. Inc. (SHCO),6.50,0.32,5.10
WHLR,Wheeler Real Estate Investment Trust Inc. (WHLR),3.32,0.16,5.06
TREE,LendingTree Inc. (TREE),52.78,2.52,5.00
DHC,Diversified Healthcare Trust (DHC),2.52,0.12,5.00
XOS,Xos Inc. (XOS),3.16,0.15,4.98
MQ,Marqeta Inc. (MQ),4.32,0.20,4.98
BTMD,Biote Corp. (BTMD),3.50,0.17,4.95
BTBT,Bit Digital Inc. (BTBT),2.12,0.10,4.95
RDFN,Redfin Corp. (RDFN),9.66,0.46,4.94
MI,NFT Ltd. (MI),2.36,0.11,4.93
KNOP,Knot Offshore Partners LP (KNOP),7.32,0.34,4.92
METC,Ramaco Resources Inc. Cl A (METC),8.63,0.40,4.86
OS,OneStream Inc. Cl A (OS),22.38,1.03,4.85
PHI,PLDT Inc. ADR (PHI),22.93,1.06,4.85
ALAR,Alarum Technologies Ltd. ADR (ALAR),6.55,0.30,4.80
BORR,Borr Drilling Ltd. (BORR),2.30,0.10,4.79
DAKT,Daktronics Inc. (DAKT),12.76,0.58,4.76
RIG,Transocean Ltd. (RIG),3.32,0.15,4.75
