symbol,price,price_change,price_percent_change
SNOA,3.78,1.45,62.24
EPWK,8.32,2.93,54.36
AREB,3.40,1.19,53.85
CEP,15.38,4.76,44.84
PLUR,6.76,1.96,40.85
PONY,5.62,1.46,35.10
TIL,21.54,5.04,30.59
PEGA,88.88,20.12,29.26
AREN,3.24,0.71,28.26
RZLT,3.96,0.85,27.49
MCRB,10.36,2.21,27.02
JNVR,56.95,12.09,26.95
HCSG,11.68,2.27,24.18
MIND,6.72,1.28,23.53
NDRA,3.80,0.71,23.10
UPXI,10.97,1.97,21.89
AVR,4.26,0.75,21.37
MAXN,3.31,0.58,21.29
SBEV,8.15,1.38,20.39
FATN,12.00,1.90,18.82
XGN,5.75,0.91,18.80
COMM,3.84,0.60,18.73
NVAX,7.40,1.16,18.48
BLIV,4.44,0.68,18.09
TEM,50.87,7.64,17.67
SCLX,4.69,0.70,17.54
KRRO,19.20,2.87,17.54
XYF,13.70,2.06,17.70
TNXP,17.42,2.46,16.44
NUKK,16.62,2.32,16.22
GRAL,34.37,4.68,15.76
SMMT,31.58,4.23,15.47
PSIX,24.24,3.23,15.34
SERV,6.06,0.79,15.00
DWTX,6.25,0.79,14.42
QBTS,7.15,0.90,14.40
KOD,4.16,0.52,14.29
TSSI,7.64,0.92,13.69
RGNX,8.87,1.05,13.43
VERV,5.94,0.69,13.24
SPAI,3.91,0.46,13.17
ACOG,5.16,0.60,13.16
BSLK,6.00,0.69,12.99
BCAX,15.58,1.76,12.77
WTF,8.51,0.96,12.72
SWIM,5.56,0.62,12.55
CMPS,4.01,0.45,12.46
CRSR,6.77,0.74,12.27
DJT,26.55,2.90,12.26
TRVG,3.90,0.42,12.07
HSAI,14.66,1.57,11.99
BLFS,24.47,2.58,11.79
DYN,11.08,1.17,11.76
VRT,80.15,8.33,11.60
API,2.93,0.30,11.41
SPCE,2.85,0.29,11.32
GENVR,4.78,0.48,11.28
INOD,34.69,3.45,11.04
WGRX,3.88,0.39,11.02
ATI,50.58,4.97,10.90
ROOT,149.62,14.66,10.87
BTCT,4.19,0.41,10.85
MFH,6.55,0.64,10.83
GLUE,5.33,0.52,10.81
APPN,29.62,2.88,10.77
SMCI,33.87,3.29,10.76
FHTX,4.70,0.46,10.73
ACHR,8.12,0.79,10.69
VCIG,3.95,0.38,10.65
ICHR,19.50,1.88,10.64
AAOI,12.11,1.16,10.59
VNET,5.38,0.52,10.57
DUOL,371.76,35.42,10.53
APH,72.65,6.90,10.49
AMPX,2.40,0.23,10.37
SMTC,27.25,2.56,10.37
MKSI,69.33,6.47,10.29
FARO,26.52,2.43,10.09
YSG,4.49,0.41,10.05
ALGT,45.90,4.17,10.01
PNBK,3.43,0.31,9.97
AEVA,6.80,0.61,9.95
MANH,178.39,16.14,9.95
BNTX,115.08,10.40,9.94
QUBT,6.53,0.59,9.93
LITE,56.76,5.13,9.92
TMDE,5.76,0.52,9.92
QMCO,10.90,0.98,9.88
HOUS,3.18,0.28,9.86
SLSR,3.96,0.35,9.85
UCTT,20.69,1.84,9.76
HCAT,4.01,0.35,9.70
PLX,2.88,0.26,9.70
OKLO,23.61,2.08,9.66
COHR,60.43,5.30,9.61
ALAB,60.60,5.29,9.56
CEVA,25.74,2.24,9.53
GRRR,19.08,1.66,9.53
CRDO,40.53,3.52,9.49
RDW,10.32,0.90,9.49
