symbol,price,price_change,price_percent_change
PONY,7.57,2.1400003,39.41069
PI,89.75,12.68,16.452576
NOW,939.085,126.38501,15.5512495
HAS,60.35,7.66,14.537864
MP,26.0141,3.1240997,13.653746
MCHP,47.1,5.169998,12.33007
LSCC,49.09,5.1899986,11.811558
SMMT,36.7,3.4700012,10.442375
KVYO,28.95,2.710001,10.327747
ALLE,139.62,13.159996,10.40645
RMD,236.1,21.660004,10.10073
MBLY,14.48,1.2799997,9.696967
BRPHF,14.75,1.3500004,10.07463
URI,647.341,58.13098,9.867946
ENTG,79.71,7.220001,9.959996
FTI,27.519,2.4889984,9.94406
AMTM,21.68,1.9300003,9.772154
BOLSY,6.94,0.5999999,9.463721
BHVN,23.43,2.0100002,9.383755
KYMR,33.56,2.8600006,9.315963
FCFS,131.57,10.860008,8.996777
MKSI,74.13,6.2199936,9.159172
ON,39.96,3.3400002,9.1207
SWTX,44.93,3.7200012,9.026938
SMCI,35.805,2.9049988,8.828441
RKT,13.17,1.0699997,8.842973
SLAB,103.88,7.75,8.062
LFUS,176.58,13.630005,8.364532
IFNNY,33.8,2.5999985,8.333328
BLCO,13.9,1.1599998,9.10518
SITM,148.67,10.929993,7.9352345
NVMI,196.75,14.889999,8.187616
AI,22.02,1.6300011,7.99412
TEAM,225.08,16.809998,8.071252
TEM,53.51,3.959999,7.9959598
SMTC,29.34,2.1900005,8.0663
MPWR,580.75,43.78003,8.153162
CACI,456.925,33.554993,7.9256897
RKLB,21.88,1.5899982,7.8363633
SEIC,78.7,5.699997,7.808215
HOOD,48.13,3.4700012,7.7698193
ALGM,18.87,1.3500004,7.705481
AMRN,11.15,0.78999996,7.625483
SNOW,158.69,11.300003,7.666736
ST,21.64,1.5199986,7.554664
RMBS,49.36,3.420002,7.444497
GEV,360.39,24.300018,7.230212
TWLO,93.54,6.4100037,7.3568277
TFII,84.43,6.0,7.6501336
VRT,83.839,5.838997,7.4858932
MNDY,265.54,17.550003,7.076899
CRWD,413.87,28.119995,7.2896943
ASTS,24.05,1.6299992,7.2702904
COHR,63.525,4.1850014,7.0525804
TRU,82.55,5.290001,6.8470116
SOUN,9.37,0.6199999,7.0897646
ALAB,64.55,4.4000015,7.315048
PEN,298.415,19.64502,7.047035
BRZE,30.32,1.9799995,6.98659
FCX,37.64,2.4500008,6.962208
APH,76.02,4.869995,6.8446875
INSP,158.42,10.050003,6.7736087
ECG,41.01,2.5499992,6.6285396
NTDOY,19.82,1.2999992,7.0232263
STM,23.355,1.5749989,7.231399
PLTR,107.78,6.959999,6.9033914
LOAR,91.84,5.899994,6.8652477
IRDM,23.07,1.5,6.954103
NXPI,193.57,12.700012,7.0216246
CFLT,23.26,1.4899998,6.84428
ESI,20.55,1.3299999,6.919875
ELF,60.69,3.8499985,6.7733965
WSC,24.885,1.5450001,6.6195374
TWST,40.15,2.5300026,6.7251534
HRI,111.55,6.7100067,6.4002357
POWI,50.165,3.005001,6.3753076
EW,75.114,4.6539993,6.603666
LITE,58.77,3.6000023,6.52529
ADI,195.21,12.100006,6.608053
FN,199.1,12.279999,6.573171
LVS,36.61,2.2299995,6.4863276
FRSH,13.62,0.84000015,6.572771
TXN,162.11,9.960007,6.5461764
U,22.31,1.3599987,6.4916406
WDC,40.14,2.4399986,6.4721446
MRVL,57.33,3.5600014,6.6207943
MDB,173.13,10.470001,6.4335756
RNG,25.02,1.5100002,6.4228
ARM,112.01,6.8499985,6.5138817
GTLB,45.65,2.7300034,6.360679
ANET,75.28,4.5199966,6.387785
AVGO,188.02,11.110001,6.28003
STX,83.04,4.9500046,6.3388457
CVNA,235.03,14.089996,6.3772955
TTD,53.27,3.1899986,6.3698053
FUTU,93.89,5.6100006,6.354781
HGTY,9.13,0.52999973,6.1627874
CRL,115.91,6.9100037,6.3394527
CYTK,40.3,2.2999992,6.0526295
LRCX,70.86,4.1299973,6.189116
