Symbol,Name,Last Price,Change,Change %
FRGE,"Forge Global Holdings, Inc.",,11.26+1.64(+16.99%),+1.64
PIII,P3 Health Partners Inc.,,9.96+0.97(+10.79%),+0.97
ERIC,Telefonaktiebolaget LM Ericsson (publ),,8.03+0.58(+7.78%),+0.58
RKLB,"Rocket Lab USA, Inc.",,20.51+1.38(+7.21%),+1.38
DNZOY,DENSO Corporation,,12.35+0.73(+6.28%),+0.73
CVNA,Carvana Co.,,217.51+12.79(+6.24%),+12.79
LEGN,Legend Biotech Corporation,,33.92+1.81(+5.65%),+1.81
NFLX,"Netflix, Inc.",,981.46+50.17(+5.39%),+50.17
PAY,"Paymentus Holdings, Inc.",,29.50+1.50(+5.36%),+1.50
DJT,Trump Media & Technology Group Corp.,,19.86+0.93(+4.91%),+0.93
UAA,"Under Armour, Inc.",,5.70+0.26(+4.87%),+0.26
FINMY,Leonardo S.p.a.,,26.27+1.30(+5.22%),+1.30
RCRUY,"Recruit Holdings Co., Ltd.",,10.65+0.49(+4.82%),+0.49
PLTR,Palantir Technologies Inc.,,97.12+4.50(+4.86%),+4.50
CRWD,"CrowdStrike Holdings, Inc.",,395.39+16.73(+4.42%),+16.73
HPE,Hewlett Packard Enterprise Company,,14.90+0.62(+4.38%),+0.62
SRRK,Scholar Rock Holding Corporation,,30.21+1.28(+4.42%),+1.28
DJTWW,Trump Media & Technology Group Corp.,,12.90+0.54(+4.37%),+0.54
STRL,"Sterling Infrastructure, Inc.",,141.34+6.11(+4.51%),+6.11
PTCT,"PTC Therapeutics, Inc.",,47.14+2.06(+4.57%),+2.06
BAC,Bank of America Corporation,,38.23+1.56(+4.26%),+1.56
SPOT,Spotify Technology S.A.,,572.79+23.62(+4.30%),+23.62
BCS,Barclays PLC,,14.86+0.59(+4.14%),+0.59
ADMA,"ADMA Biologics, Inc.",,21.59+0.68(+3.25%),+0.68
YMM,Full Truck Alliance Co. Ltd.,,10.27+0.41(+4.21%),+0.41
