symbol,price,price_change,price_percent_change
SXT,90.99,10.85,13.5388
EHC,113.37,11.96,11.7937
LBRDK,86.23,8.870003,11.465878
CHTR,373.65,38.320007,11.427551
LBRDA,85.06,8.559998,11.189539
CORZ,8.31,0.7800002,10.358568
TSLA,284.95,25.440002,9.803091
VRSN,272.79,20.200012,7.997154
GSHD,99.54,6.3499985,6.8140345
SHECY,14.84,0.9300003,6.6858397
PENN,16.15,1.0,6.6006603
FIX,397.43,21.22,5.64047
LOAR,96.89,5.04,5.48721
MSTR,368.71,18.369995,5.2434764
RDDT,118.1,5.85,5.21158
MRX,42.74,2.0600014,5.0639167
PLTR,112.78,5.0,4.6390796
FHI,40.1,1.8,4.69974
DAR,31.88,1.43,4.69622
CZR,28.44,1.2700005,4.674275
SEM,17.35,0.77,4.64415
SOFI,12.88,0.5699997,4.630379
ZETA,13.14,0.58,4.61783
CMG,51.78,2.24,4.52159
RNECY,6.25,0.26999998,4.51505
WING,227.3,9.710007,4.4625244
ZGN,8.03,0.34,4.42132
MBLY,15.14,0.64000034,4.4137955
RIVN,12.62,0.52999973,4.383786
BE,18.93,0.790001,4.35502
BYD,68.87,2.83,4.28528
NVDA,111.01,4.580002,4.3032994
UPST,48.68,1.9700012,4.217515
FLG,11.73,0.459999,4.08162
CX,5.92,0.23,4.04218
DLR,159.88,6.13,3.98699
FSLR,141.86,5.419998,3.9724405
STRL,151.75,5.75,3.938356
AEIS,100.67,3.75,3.8691707
CFLT,24.13,0.86999893,3.740322
ALNY,251.56,8.949997,3.6890469
TNXP,17.82,0.62999916,3.6649163
VRT,86.95,3.07,3.65999
HTHIY,26.37,0.9300003,3.6556616
MRK,82.74,2.9,3.63227
ANET,77.91,2.62,3.47988
FTAI,104.84,3.4699936,3.423097
APP,276.83,8.949982,3.3410416
GEV,372.42,11.93,3.30939
GTLB,47.16,1.4900017,3.2625391
RNR,235.35,7.41,3.25086
RMBS,50.94,1.579998,3.2009683
ABBV,186.06,5.69,3.15463
FRSH,14.07,0.42999935,3.1524878
WFRD,42.74,1.300003,3.137073
MNDY,274.0,8.320007,3.1315897
ZK,21.0,0.629999,3.09278
NXT,43.65,1.300003,3.069665
ATEYY,41.67,1.2399979,3.0670242
MU,79.78,2.3600006,3.0483088
CRDO,43.68,1.2900009,3.0431726
BROS,63.37,1.86,3.0239
FTI,28.33,0.83,3.01818
