symbol,price,price_change,price_percent_change
DWTX,4.16,1.16,38.67
USAR,14.88,3.13,26.64
PHIO,2.75,0.55,25.00
KSCP,3.72,0.72,24.00
VERV,5.06,0.94,22.82
MWYN,5.49,0.93,20.39
VERO,4.48,0.73,19.47
AUUD,5.20,0.84,19.43
VCIG,3.09,0.50,19.31
IE,5.98,0.93,18.42
RYET,6.14,0.92,17.61
FRGE,11.26,1.64,16.99
IPX,17.35,2.34,15.59
EOSE,4.83,0.61,14.45
RITR,4.19,0.49,13.24
DTIL,5.05,0.59,13.23
AVR,2.91,0.33,12.87
RBNE,6.50,0.70,12.07
AUID,7.88,0.83,11.84
TOPW,2.65,0.28,11.81
BCG,2.47,0.26,11.76
BGLC,2.58,0.26,11.21
NB,2.69,0.25,10.25
JNVR,72.20,6.26,9.49
HMR,3.05,0.26,9.38
MBOT,2.48,0.20,8.77
BCYC,7.69,0.62,8.77
NMAX,28.20,2.20,8.46
RCKT,6.38,0.47,8.04
AEVA,7.74,0.56,7.80
ERIC,8.03,0.58,7.79
RDW,9.78,0.70,7.71
DUOT,5.24,0.36,7.49
TUSK,2.44,0.17,7.49
CTGO,13.23,0.89,7.21
AMPY,2.46,0.17,7.17
NXDT,3.75,0.25,7.14
EWTX,13.21,0.88,7.14
CRVO,10.37,0.69,7.13
SSP,2.20,0.14,7.04
VLN,2.45,0.16,6.99
RKLB,20.46,1.33,6.95
ALGS,4.93,0.32,6.94
CRVS,3.24,0.20,6.77
BLBX,3.31,0.21,6.72
ITOS,5.90,0.37,6.69
TMC,3.02,0.18,6.54
GRRR,19.29,1.18,6.53
SKE,12.14,0.74,6.49
TREE,45.80,2.78,6.46
CING,4.27,0.25,6.24
CVNA,217.45,12.72,6.21
SPCB,6.46,0.38,6.21
Cayman,6.05,0.35,6.14
SNCY,10.27,0.59,6.10
TTAN,111.43,6.06,5.75
ROLR,2.90,0.16,5.88
LU,2.62,0.14,5.87
LXEO,2.26,0.13,5.84
LEGN,33.93,1.82,5.67
ZYBT,5.41,0.29,5.66
FDMT,2.93,0.15,5.40
COMM,3.62,0.18,5.38
PAY,29.49,1.49,5.32
NFLX,980.73,49.45,5.31
YEXT,6.22,0.31,5.25
RAY,2.66,0.13,5.14
THTX,2.70,0.13,5.06
UAA,5.71,0.27,4.96
DJT,19.86,0.93,4.91
ANRO,2.18,0.10,4.81
SEZL,41.32,1.90,4.81
ORKA,8.53,0.39,4.79
PLTR,96.96,4.34,4.69
ENTA,5.16,0.23,4.67
VFS,3.14,0.14,4.61
PTCT,47.15,2.07,4.59
STRL,141.38,6.15,4.55
UPB,7.92,0.34,4.49
HPE,14.92,0.64,4.48
SLN,2.83,0.12,4.43
SRRK,30.21,1.28,4.42
CRWD,395.23,16.57,4.38
COGT,4.78,0.20,4.37
EFXT,6.82,0.28,4.36
BZAI,3.04,0.13,4.30
SPOT,572.59,23.42,4.27
BAC,38.22,1.54,4.21
YMM,10.28,0.41,4.21
ADMA,21.78,0.87,4.16
BCS,14.86,0.59,4.14
PL,3.27,0.13,4.14
REPL,7.82,0.31,4.13
RBLX,59.26,2.35,4.12
PDYN,6.07,0.24,4.12
CURI,2.68,0.10,4.09
UFG,5.87,0.23,4.08
MMYT,101.94,3.99,4.07
JOYY,41.93,1.64,4.07
FULT,16.30,0.63,3.99
