Symbol,Name,Last Price,Change,Change %
MP,MP Materials Corp.,,27.59+4.91(+21.65%),+4.91
PIII,P3 Health Partners Inc.,,8.99+1.41(+18.60%),+1.41
BMA,Banco Macro S.A.,,91.00+12.15(+15.41%),+12.15
BBAR,Banco BBVA Argentina S.A.,,20.36+2.57(+14.45%),+2.57
GGAL,Grupo Financiero Galicia S.A.,,61.43+7.56(+14.03%),+7.56
SMMT,Summit Therapeutics Inc.,,26.13+2.89(+12.44%),+2.89
CERT,"Certara, Inc.",,14.40+1.49(+11.54%),+1.49
TGS,Transportadora de Gas del Sur S.A.,,28.09+2.70(+10.63%),+2.70
VKTX,"Viking Therapeutics, Inc.",,24.57+2.35(+10.58%),+2.35
PAM,Pampa Energía S.A.,,76.91+7.32(+10.52%),+7.32
YPF,YPF Sociedad Anónima,,33.13+3.10(+10.32%),+3.10
WAFD,"WaFd, Inc.",,26.74+2.20(+8.96%),+2.20
HCM,HUTCHMED (China) Limited,,14.89+1.17(+8.53%),+1.17
FMCC,Federal Home Loan Mortgage Corporation,,5.22+0.40(+8.30%),+0.40
AKO-B,Embotelladora Andina S.A.,,23.63+1.80(+8.25%),+1.80
RKT,"Rocket Companies, Inc.",,12.85+0.95(+7.98%),+0.95
HWKN,"Hawkins, Inc.",,123.83+9.05(+7.88%),+9.05
ADMA,"ADMA Biologics, Inc.",,20.91+1.51(+7.78%),+1.51
TMDX,"TransMedics Group, Inc.",,86.84+6.26(+7.77%),+6.26
FNMA,Federal National Mortgage Association,,6.25+0.45(+7.76%),+0.45
BBWI,"Bath & Body Works, Inc.",,28.65+2.01(+7.55%),+2.01
BLCO,Bausch + Lomb Corporation,,12.25+0.85(+7.46%),+0.85
ATAT,Atour Lifestyle Holdings Limited,,23.84+1.63(+7.34%),+1.63
VIST,"Vista Energy, S.A.B. de C.V.",,40.86+2.71(+7.10%),+2.71
SRPT,"Sarepta Therapeutics, Inc.",,54.63+3.60(+7.05%),+3.60
