symbol,price,price_change,price_percent_change
PONY,6.8,1.3700004,25.23021
NOW,932.96,120.26001,14.797589
PI,87.585,10.514999,13.643441
HAS,59.89,7.200001,13.664834
LSCC,48.06,4.16,9.456695
FCFS,132.245,11.534996,9.555958
IONQ,29.1638,2.3638,8.820149
CACI,462.64,39.27002,9.275579
MCHP,45.57,3.6399994,8.681133
SOUN,9.47,0.72000027,8.228575
RMD,231.78,17.339996,8.083915
SEIC,78.36,5.3600006,7.3424664
ESI,20.6,1.3800011,7.1800265
ALLE,135.72,9.260002,7.3224754
ALGM,18.75,1.2299995,7.030577
EDU,47.25,3.1599998,7.167971
ON,39.06,2.4400024,6.6630325
FTI,26.665,1.6350002,6.5321627
ASTS,23.91,1.4899998,6.6458507
TEAM,220.81,12.539993,6.0210266
RGTI,9.69,0.5799999,6.3666296
MBLY,14.04,0.84000015,6.3636374
RKLB,21.59,1.2999992,6.407093
STM,23.11,1.3299999,6.1065197
NVCR,18.88,1.1099987,6.257038
TNXP,18.05,1.0299988,6.051697
HUBS,597.28,31.320007,5.5339613
URI,623.425,34.214966,5.806922
NTDOY,19.62,1.1,5.93953
GTLB,45.335,2.415001,5.631342
MRVL,56.97,3.2000008,5.9501686
LRCX,70.4456,3.715599,5.5681086
HTZ,8.99,0.5149994,6.076689
TXN,160.88,8.730011,5.7377663
OKLO,24.6776,1.3076,5.5970283
HOOD,47.207,2.547001,5.701432
ACHR,8.4697,0.41969967,5.2136602
EW,74.56,4.0999985,5.8193974
BLCO,13.41,0.6700001,5.2590275
MKSI,71.66,3.75,5.522014
VRT,82.335,4.334999,5.557691
ADI,192.875,9.764999,5.3328595
FRSH,13.42,0.64000034,5.0078273
CLS,92.82,4.6299973,5.2500253
TWLO,91.665,4.5350037,5.2048707
NXT,42.19,2.0599976,5.1349096
ARM,110.5,5.3399963,5.077973
TECK,36.58,1.7000008,4.873855
BOLSY,6.65,0.30999994,4.889589
LFUS,170.88,7.930008,4.8665285
COHR,62.515,3.1749992,5.3505216
MPWR,562.135,25.16504,4.686489
KYMR,32.05,1.3499985,4.394526
CRWD,402.0,16.25,4.212573
SLAB,100.7,4.5699997,4.7539787
NET,118.13,5.329994,4.7251716
CRM,261.34,10.860001,4.3356757
IPG,25.05,1.0599995,4.4185057
BHVN,22.47,1.0499992,4.901957
NVMI,189.985,8.125,4.4677224
SMTC,28.45,1.3000011,4.7946286
ZS,209.035,8.445007,4.210084
GFS,34.56,1.4500008,4.379344
WDC,39.36,1.6599998,4.4031825
MNDY,258.675,10.684982,4.3086343
ANET,73.9,3.1399994,4.4375343
SMCI,34.3599,1.4598999,4.437372
NXPI,188.64,7.7700043,4.2959056
ALAB,62.807,2.6569977,4.4178004
FAF,62.22,2.5200005,4.221106
CFLT,22.72,0.94999886,4.3678102
RMBS,47.88,1.9400024,4.2229047
APH,74.13,2.9799957,4.1883283
SNOW,154.11,6.720001,4.559024
ENTG,75.26,2.7700043,3.8212228
OMC,76.33,3.0800018,4.2047806
GLOB,117.115,4.875,4.3433714
PLTR,104.91,4.090004,4.0571413
POWI,49.08,1.920002,4.071251
ONTO,124.855,4.8650055,4.054509
FCX,36.58,1.3900032,3.949995
MU,75.86,2.9300003,4.0175514
DOCU,81.15,3.1399994,4.025124
CAR,89.66,3.350006,3.881365
MP,23.725,0.835001,3.6478856
BRZE,29.52,1.1800003,4.1637273
FN,195.72,8.899994,4.7639403
QRVO,62.17,2.2599983,3.76635
TER,76.01,2.8300018,3.8671794
ESTC,80.495,2.9550018,3.8109386
CORZ,7.39,0.26999998,3.797468
ZETA,12.54,0.46000004,3.8079474
RNG,24.44,0.9300003,3.9557648
WDAY,233.31,8.440002,3.7532809
CDNS,275.51,10.089996,3.8015206
VIST,49.41,1.8100014,3.802524
BILL,44.17,1.5999985,3.7585118
SYNA,55.0,1.9799995,3.734439
AMKR,17.03,0.63000107,3.84147
UPST,45.45,1.4700012,3.3348486
