symbol,price,price_change,price_percent_change
PEGA,88.8775,20.1175,29.25756
DJTWW,16.5,2.62,18.876081
TEM,50.91,7.6800003,17.76544
TNXP,17.42,2.46,16.44385
SMMT,31.58,4.2299995,15.466177
DJT,26.55,2.8999996,12.262156
TLX,18.72,2.0499992,12.297536
VRT,80.19,8.370003,11.654139
ACHR,8.125,0.78499985,10.69482
ATI,50.58,4.970001,10.896736
APPN,29.62,2.880001,10.770386
ROOT,149.615,14.665009,10.866994
SMCI,33.87,3.289999,10.758663
SMTC,27.25,2.5599995,10.368567
DUOL,371.76,35.420013,10.531014
APH,72.65,6.9000015,10.494298
MKSI,69.33,6.470001,10.292716
BNTX,115.08,10.400002,9.91326
OKLO,23.61,2.08,9.660938
LITE,56.765,5.125,9.924478
MANH,178.39,16.14,9.947612
COHR,60.435,5.3050003,9.62271
CRDO,40.535,3.5149994,9.488458
ALAB,60.595,5.285,9.555234
FRGE,12.9144,1.1043997,9.351395
XPEV,20.775,1.7049999,8.940744
MBLY,13.06,1.0100002,8.381744
KVYO,26.54,2.0900002,8.548058
PLTR,101.9494,7.959404,8.469199
MRVL,54.79,4.170002,8.237854
AFRM,47.45,3.630001,8.283892
TSLA,257.425,19.454987,8.175395
ZETA,12.23,0.9199991,8.134386
RKLB,20.59,1.5499992,8.140752
SITM,140.98,10.569992,8.105201
PCVX,33.8,2.539999,8.125397
RIOT,7.695,0.5750003,8.075847
SOUN,8.785,0.6449995,7.923827
SAP,272.37,19.970001,7.9070325
CLS,89.235,6.465004,7.810806
RGTI,9.205,0.6350002,7.409571
EWBC,85.365,6.154999,7.770482
GTLS,130.37,9.31,7.690402
W,29.47,2.0299988,7.3979545
CRS,191.01,13.62999,7.6840625
CORT,69.61,4.9300003,7.6139
UPST,45.09,3.1599998,7.5363703
KC,12.585,0.8850002,7.5608735
CAMT,64.89,4.700001,7.8255086
WAB,184.605,12.845001,7.4784594
PCOR,61.485,4.255001,7.434914
DELL,90.23,6.1500015,7.3144636
ALGM,17.99,1.2199993,7.2748914
WGS,104.11,7.220001,7.4517508
CIEN,63.84,4.34,7.2941175
NWL,5.065,0.34500027,7.309328
APP,254.895,17.184998,7.229396
HOOD,45.1,3.0099983,7.151338
GLOB,112.67,7.739998,7.3763437
SG,18.41,1.2399998,7.221897
SHOP,91.68,5.970001,6.9653497
CAVA,87.16,5.8600006,7.2078724
RIVN,12.155,0.7950001,6.9982405
GH,46.8,3.0,6.846189
PSTG,43.19,2.829998,7.0114536
MDB,162.94,10.790009,7.091692
SNOW,149.765,9.535004,6.7995462
MOD,77.185,4.9850006,6.9044333
S,17.5,1.1399994,6.968211
PAYO,6.71,0.42000008,6.6772666
BPOP,95.75,6.2699966,7.0071483
CFLT,22.035,1.3950005,6.7587233
RNA,31.46,2.0099983,6.8251214
UEC,5.19,0.3499999,7.2314034
MTSI,102.38,6.5099945,6.7904396
POWL,177.06,11.214996,6.7623363
AMD,91.89,5.6299973,6.5267763
MPWR,546.095,34.274963,6.696683
HIMS,27.065,1.7150002,6.7652864
NOW,818.07,51.23999,6.682053
ROKU,63.13,3.9000015,6.5845037
ASTS,22.665,1.3650017,6.4084587
IONQ,27.1514,1.5914001,6.2261353
ZWS,33.19,2.0599995,6.617409
NET,113.84,7.029999,6.58178
NTNX,63.675,3.8950005,6.5155582
VST,119.59,6.959999,6.179525
INTC,20.775,1.2649994,6.4838514
PI,79.19,4.9000015,6.5993285
DOCN,28.4,1.7199993,6.4467745
CORZ,7.365,0.4449997,6.430631
FN,188.505,11.3650055,6.415832
RBRK,65.89,4.0,6.46308
TBBK,48.75,2.9300003,6.394588
MNDY,252.27,14.600006,6.142974
ONTO,121.85,7.6399994,6.689431
NVMI,185.205,11.074997,6.360189
BZ,14.735,0.85499954,6.159939
BA,172.85,10.330002,6.356142
PRCT,56.13,3.3300018,6.306822
