Symbol,Name,Last Price,Change,Change %
BCTX,BriaCell Therapeutics Corp. (BCTX),8.06,2.63,48.43
AREB,American Rebel Holdings Inc. (AREB),4.43,1.36,44.30
CEP,Cantor Equity Partners Inc. (CEP),22.29,5.79,35.09
KWE,KWESST Micro Systems Inc. (KWE),5.97,1.38,30.17
SHYF,Shyft Group Inc. (SHYF),9.14,1.84,25.21
EPSM,Epsium Enterprise Ltd. (EPSM),6.73,1.35,25.09
CYH,Community Health Systems Inc. (CYH),3.02,0.59,24.28
ZENA,ZenaTech Inc. (ZENA),2.71,0.52,23.95
PONY,Pony AI Inc. ADR (PONY),6.70,1.27,23.39
AMBP,Ardagh Metal Packaging S.A. (AMBP),3.24,0.47,17.21
FARO,FARO Technologies Inc. (FARO),30.89,4.49,17.01
PHIO,Phio Pharmaceuticals Corp. (PHIO),2.36,0.32,15.69
NOW,ServiceNow Inc. (NOW),934.18,121.48,14.95
TOI,Oncology Institute Inc. (TOI),3.29,0.41,14.24
UMAC,Unusual Machines Inc. (UMAC),6.05,0.75,14.21
QMCO,Quantum Corp. (QMCO),11.86,1.46,13.99
HAS,Hasbro Inc. (HAS),59.79,7.10,13.48
PI,Impinj Inc. (PI),87.17,10.10,13.11
HZO,MarineMax Inc. (HZO),21.61,2.29,11.85
SERV,Serve Robotics Inc. (SERV),6.59,0.69,11.69
WOLF,Wolfspeed Inc. (WOLF),2.87,0.30,11.67
TALK,Talkspace Inc. (TALK),3.16,0.33,11.48
MTLS,Materialise N.V. ADR (MTLS),5.14,0.51,11.02
PCT,PureCycle Technologies Inc. (PCT),6.95,0.65,10.28
LSCC,Lattice Semiconductor Corp. (LSCC),48.17,4.27,9.73
FCFS,FirstCash Holdings Inc. (FCFS),132.24,11.54,9.56
QUBT,Quantum Computing Inc. (QUBT),6.96,0.59,9.34
CTGO,Contango ORE Inc. (CTGO),14.65,1.25,9.33
INDV,Indivior PLC (INDV),10.32,0.86,9.15
IONQ,IonQ Inc. (IONQ),29.14,2.34,8.73
MCHP,Microchip Technology Inc. (MCHP),45.58,3.65,8.72
CACI,CACI International Inc. Cl A (CACI),459.95,36.58,8.64
