Symbol,Name,Last Price,Change,Change %
CALX,"Calix, Inc.",,37.46+4.21(+12.70%),+4.21
FSLR,"First Solar, Inc.",,138.81+16.36(+13.36%),+16.36
EFX,Equifax Inc.,,239.16+23.87(+11.07%),+23.87
CLSK,"CleanSpark, Inc.",,8.35+0.88(+11.78%),+0.88
IVZ,Invesco Ltd.,,13.73+1.27(+10.23%),+1.27
CVNA,Carvana Co.,,214.63+18.80(+9.60%),+18.80
HTZ,"Hertz Global Holdings, Inc.",,8.56+0.73(+9.39%),+0.73
SRAD,Sportradar Group AG,,24.72+1.71(+7.43%),+1.71
RIOT,"Riot Platforms, Inc.",,6.82+0.53(+8.43%),+0.53
WGS,GeneDx Holdings Corp.,,98.36+7.32(+8.03%),+7.32
PNR,Pentair plc,,85.26+6.30(+7.98%),+6.30
MARA,"MARA Holdings, Inc.",,13.26+0.97(+7.89%),+0.97
TEM,"Tempus AI, Inc.",,44.44+3.46(+8.44%),+3.46
MMM,3M Company,,135.24+9.15(+7.25%),+9.15
DGX,Quest Diagnostics Incorporated,,172.80+10.94(+6.75%),+10.94
CATY,Cathay General Bancorp,,41.26+2.66(+6.88%),+2.66
PAGS,PagSeguro Digital Ltd.,,9.05+0.57(+6.79%),+0.57
NFLX,"Netflix, Inc.",,"1,054.02+66.11(+6.69%)",+66.11
TAL,TAL Education Group,,10.66+0.67(+6.71%),+0.67
ZLAB,Zai Lab Limited,,31.80+2.09(+7.05%),+2.09
PHM,"PulteGroup, Inc.",,98.89+5.78(+6.21%),+5.78
ATKR,Atkore Inc.,,60.00+3.27(+5.76%),+3.27
MSTR,Strategy Incorporated,,338.35+20.59(+6.48%),+20.59
BYDDY,BYD Company Limited,,97.00+5.30(+5.78%),+5.30
OKLO,Oklo Inc.,,21.62+1.23(+6.01%),+1.23
