Symbol,Name,Last Price,Change,Change %
FRGE,Forge Global Holdings Inc. (FRGE),14.21,4.58,47.58
VERV,Verve Therapeutics Inc. (VERV),5.28,1.16,28.03
IE,Ivanhoe Electric Inc. (IE),5.96,0.91,18.10
DWTX,Dogwood Therapeutics Inc. (DWTX),3.54,0.54,18.06
ALGS,Aligos Therapeutics Inc. (ALGS),5.35,0.74,16.05
USAR,USA Rare Earth Inc. (USAR),13.55,1.80,15.32
JNVR,Janover Inc. (JNVR),75.72,9.78,14.84
HMR,Heidmar Maritime Holdings Corp. (HMR),3.15,0.36,12.83
DTIL,Precision Biosciences Inc. (DTIL),5.01,0.55,12.33
RKLB,Rocket Lab USA Inc. (RKLB),21.42,2.29,11.97
AMPY,Amplify Energy Corp. (AMPY),2.56,0.26,11.09
CRVS,Corvus Pharmaceuticals Inc. (CRVS),3.34,0.32,10.40
NB,NioCorp Developments Ltd. (NB),2.69,0.25,10.07
VERO,Venus Concept Inc. (VERO),4.10,0.35,9.33
ERIC,Telefon AB L.M. Ericsson ADR (ERIC),8.10,0.66,8.79
PHIO,Phio Pharmaceuticals Corp. (PHIO),2.39,0.19,8.64
BCYC,Bicycle Therapeutics Ltd. ADR (BCYC),7.68,0.61,8.63
MTSR,Metsera Inc. (MTSR),19.69,1.51,8.31
VCIG,VCI Global Ltd. (VCIG),2.80,0.21,8.30
EOSE,Eos Energy Enterprises Inc. (EOSE),4.54,0.32,7.46
RDW,Redwire Corp. (RDW),9.74,0.66,7.30
GRRR,Gorilla Technology Group Inc. (GRRR),19.40,1.29,7.12
AUID,authID Inc. (AUID),7.55,0.50,7.09
RGNX,REGENXBIO Inc. (RGNX),6.76,0.43,6.79
LEGN,Legend Biotech Corp. ADR (LEGN),34.26,2.15,6.70
STRL,Sterling Infrastructure Inc. (STRL),144.27,9.04,6.68
EWTX,Edgewise Therapeutics Inc. (EWTX),13.14,0.81,6.55
RCKT,Rocket Pharmaceuticals Inc. (RCKT),6.29,0.38,6.43
COGT,Cogent Biosciences Inc. (COGT),4.87,0.29,6.33
HPE,Hewlett Packard Enterprise Co. (HPE),15.16,0.89,6.20
NMAX,Newsmax Inc. Cl B (NMAX),27.61,1.61,6.19
DOMH,Dominari Holdings Inc. (DOMH),4.15,0.24,6.14
SRRK,Scholar Rock Holding Corp. (SRRK),30.67,1.74,6.01
UAA,Under Armour Inc. Cl A (UAA),5.76,0.32,5.88
PRCH,Porch Group Inc. (PRCH),5.62,0.30,5.73
CVNA,Carvana Co. Cl A (CVNA),215.81,11.08,5.41
TTAN,ServiceTitan Inc. Cl A (TTAN),111.06,5.70,5.40
ULCC,Frontier Group Holdings Inc. (ULCC),3.33,0.17,5.38
TMC,TMC the metals company Inc. (TMC),2.98,0.15,5.30
FFWM,First Foundation Inc. (FFWM),4.98,0.24,5.06
ALDX,Aldeyra Therapeutics Inc. (ALDX),2.22,0.10,4.95
VNET,VNET Group Inc. ADR (VNET),5.77,0.27,4.91
GRAL,GRAIL Inc. (GRAL),26.05,1.20,4.83
XERS,Xeris Biopharma Holdings Inc. (XERS),4.36,0.20,4.74
UA,Under Armour Inc. Cl C (UA),5.41,0.24,4.64
PTGX,Protagonist Therapeutics Inc. (PTGX),47.08,2.04,4.54
RXRX,Recursion Pharmaceuticals Inc. (RXRX),5.76,0.25,4.48
BAC,Bank of America Corp. (BAC),38.30,1.64,4.46
SMR,NuScale Power Corp. (SMR),15.92,0.68,4.43
SMFG,Sumitomo Mitsui Financial Group Inc. ADR (SMFG),13.69,0.58,4.42
BKSY,BlackSky Technology Inc. (BKSY),7.58,0.31,4.26
CAPR,Capricor Therapeutics Inc. (CAPR),9.80,0.40,4.26
DCOM,Dime Community Bancshares Inc. (DCOM),25.51,1.02,4.16
CLS,Celestica Inc. (CLS),84.23,3.35,4.14
YALA,Yalla Group Ltd. ADR (YALA),6.32,0.25,4.12
CRVO,CervoMed Inc. (CRVO),10.07,0.40,4.08
SEZL,Sezzle Inc. (SEZL),41.03,1.60,4.06
WXM,WF International Ltd. (WXM),2.58,0.10,4.03
MGTX,MeiraGTx Holdings PLC (MGTX),5.70,0.22,4.01
NFLX,Netflix Inc. (NFLX),968.62,37.34,4.01
MBOT,Microbot Medical Inc. (MBOT),2.37,0.09,3.95
COMM,CommScope Holding Co. Inc. (COMM),3.58,0.14,3.92
AUR,Aurora Innovation Inc. (AUR),6.26,0.23,3.90
RLAY,Relay Therapeutics Inc. (RLAY),2.67,0.10,3.89
ABSI,Absci Corp. (ABSI),3.21,0.12,3.88
ZI,ZoomInfo Technologies Inc. (ZI),8.31,0.31,3.88
MindMed,Mind Medicine (MindMed) Inc. (MNMD),5.76,0.21,3.87
MOGU,MOGU Inc. ADR (MOGU),2.15,0.08,3.86
BCS,Barclays PLC ADR (BCS),14.82,0.55,3.85
PL,Planet Labs PBC (PL),3.26,0.12,3.82
SLQT,SelectQuote Inc. (SLQT),3.28,0.12,3.80
OKLO,Oklo Inc. (OKLO),23.43,0.88,3.90
TNXP,Tonix Pharmaceuticals Holding Corp. (TNXP),16.75,0.60,3.72
WAL,Western Alliance Bancorp. (WAL),66.28,2.35,3.68
VSAT,ViaSat Inc. (VSAT),8.70,0.31,3.66
AEVA,Aeva Technologies Inc. (AEVA),7.44,0.26,3.62
SMCI,Super Micro Computer Inc. (SMCI),34.31,1.19,3.59
FLWS,1-800-FLOWERS.COM Inc. Cl A (FLWS),5.51,0.19,3.57
TSSI,TSS Inc. (TSSI),7.60,0.26,3.54
MXL,MaxLinear Inc. (MXL),10.25,0.35,3.54
ERJ,Embraer S/A ADR (ERJ),44.60,1.50,3.49
WOLF,Wolfspeed Inc. (WOLF),2.22,0.07,3.49
SAN,Banco Santander S.A. ADR (SAN),6.76,0.23,3.44
OBE,Obsidian Energy Ltd. (OBE),4.89,0.16,3.42
ACRE,Ares Commercial Real Estate Corp. (ACRE),3.80,0.13,3.40
DSGN,Design Therapeutics Inc. (DSGN),3.36,0.11,3.38
GILT,Gilat Satellite Networks Ltd. (GILT),6.26,0.20,3.38
QMCO,Quantum Corp. (QMCO),12.60,0.41,3.36
ALK,Alaska Air Group Inc. (ALK),46.52,1.51,3.35
KSCP,Knightscope Inc. (KSCP),3.10,0.10,3.33
PLTR,Palantir Technologies Inc. (PLTR),95.67,3.05,3.29
SVRA,Savara Inc. (SVRA),3.00,0.10,3.28
SKE,Skeena Resources Ltd. (SKE),11.77,0.37,3.25
LUNR,Intuitive Machines Inc. Cl A (LUNR),7.98,0.25,3.23
CRDF,Cardiff Oncology Inc. (CRDF),2.88,0.09,3.23
NU,Nu Holdings Ltd. Cl A (NU),10.99,0.34,3.21
RBLX,Roblox Corp. (RBLX),58.73,1.82,3.20
MGNI,Magnite Inc. (MGNI),9.99,0.31,3.20
RUN,SunRun Inc. (RUN),7.04,0.22,3.20
LNW,Light & Wonder Inc. (LNW),81.24,2.51,3.19
