Symbol,Name,Last Price,Change,Change %
PEGA,Pegasystems Inc.,88.81,20.049995,29.159388
TEM,"Tempus AI, Inc.",49.59,6.3600006,14.725633
SMMT,Summit Therapeutics Inc.,31.01,3.6599998,13.382084
VRT,"Vertiv Holdings, LLC",80.0699,8.249901,11.509333
LITE,Lumentum Holdings Inc.,57.1,5.459999,10.573196
TLX,Telix Pharmaceuticals Limited,18.3614,1.6914005,10.122934
BNTX,BioNTech SE,114.92,10.239998,9.769126
ATI,ATI Inc.,50.105,4.494999,9.855292
MKSI,"MKS Instruments, Inc.",69.0,6.1399994,9.767736
APPN,Appian Corporation,29.35,2.6100006,9.76066
SMTC,Semtech Corporation,27.06,2.369999,9.599024
APH,Amphenol Corporation,72.12,6.3700027,9.688216
DUOL,"Duolingo, Inc.",368.415,32.075012,9.536485
GTLS,"Chart Industries, Inc.",132.31,11.25,9.2929125
COHR,Coherent Corp.,60.22,5.09,9.232722
ROOT,"Root, Inc.",147.0864,12.136398,8.993257
CRDO,Credo Technology Group Holding ,40.34,3.3199997,8.968124
SITM,SiTime Corporation,141.96,11.550003,8.856685
KVYO,"Klaviyo, Inc. Series A",26.68,2.2299995,9.120652
DJTWW,Trump Media & Technology Group ,15.1,1.2200003,8.758079
SAP,SAP  SE,274.05,21.649994,8.577653
ZETA,Zeta Global Holdings Corp.,12.28,0.9699993,8.576474
RBRK,"Rubrik, Inc.",67.08,5.1900024,8.38585
SMCI,"Super Micro Computer, Inc.",33.185,2.6050014,8.520038
XPEV,XPeng Inc.,20.725,1.6550007,8.678556
EWBC,"East West Bancorp, Inc.",85.8072,6.5971985,8.325297
ALAB,"Astera Labs, Inc.",59.8,4.489998,8.117877
ACHR,Archer Aviation Inc.,7.945,0.605,8.242507
TNXP,Tonix Pharmaceuticals Holding C,16.205,1.2449999,8.322191
WAB,Westinghouse Air Brake Technolo,185.39,13.630005,7.935033
ZWS,Zurn Elkay Water Solutions Corp,33.48,2.3500004,7.5489893
PLTR,Palantir Technologies Inc.,101.3,7.310005,7.7774286
ASTS,"AST SpaceMobile, Inc.",22.96,1.6599998,7.793427
MOD,Modine Manufacturing Company,77.47,5.2700043,7.300692
KC,Kingsoft Cloud Holdings Limited,12.57,0.8699999,7.429546
PCOR,"Procore Technologies, Inc.",61.56,4.330002,7.565965
POWL,"Powell Industries, Inc.",178.354,12.509003,7.5425863
CIEN,Ciena Corporation,63.985,4.4850006,7.537816
CAVA,"CAVA Group, Inc.",86.91,5.6100006,6.9003696
HOOD,"Robinhood Markets, Inc.",45.27,3.1800003,7.5552397
APP,Applovin Corporation,255.3201,17.610092,7.408225
OKLO,Oklo Inc.,23.14,1.6099987,7.477932
DJT,Trump Media & Technology Group ,25.41,1.7600002,7.441862
AFRM,"Affirm Holdings, Inc.",47.065,3.244999,7.4052916
MANH,"Manhattan Associates, Inc.",174.285,12.035004,7.4175677
PI,"Impinj, Inc.",79.7,5.409996,7.282267
CRS,Carpenter Technology Corporatio,190.01,12.62999,7.120301
WGS,GeneDx Holdings Corp.,103.765,6.875,7.0956755
AUR,"Aurora Innovation, Inc.",6.585,0.43499994,7.073169
