symbol,price,price_change,price_percent_change
OMH,2.89,0.86,42.36
SAGT,5.00,1.16,30.21
LEG,8.93,1.66,22.83
HIMS,34.88,6.40,22.47
LFMD,7.40,1.30,21.31
CECO,22.57,3.37,17.55
CLVT,4.22,0.63,17.41
KNSA,24.89,3.42,15.93
LZMH,9.18,1.17,14.61
QSG,6.55,0.76,13.13
VPG,25.01,2.90,13.12
TZOO,14.16,1.64,13.10
AMIX,2.62,0.28,11.80
TRS,23.32,2.33,11.10
EPWK,15.20,1.49,10.87
FOUR,88.26,8.60,10.79
JBIO,10.84,1.04,10.60
RYET,5.46,0.48,9.64
CHA,37.72,3.21,9.32
PUMP,5.69,0.42,7.96
NE,22.67,1.67,7.95
THC,133.57,9.66,7.80
CCK,96.72,6.94,7.73
JAGX,11.49,0.82,7.69
CR,159.90,11.23,7.55
MTSR,21.26,1.45,7.32
HSAI,16.46,1.10,7.19
VNET,5.82,0.38,6.99
SEI,22.00,1.44,6.98
FISI,25.64,1.58,6.57
ATOM,4.41,0.27,6.44
LAZR,4.06,0.23,6.15
MYNZ,3.92,0.22,5.95
WKSP,3.26,0.18,5.84
OKTA,110.89,6.10,5.82
ZBRA,257.65,14.16,5.82
NAVI,12.94,0.70,5.76
SBAC,236.11,12.83,5.75
SHW,349.84,17.64,5.31
CEP,32.70,1.64,5.28
SOFI,13.83,0.63,4.80
LTM,32.00,1.45,4.75
GPCR,24.74,1.12,4.74
PGY,11.51,0.49,4.45
NB,2.84,0.12,4.41
HON,209.39,8.73,4.35
ASPI,5.44,0.23,4.32
DB,26.84,1.10,4.29
DXF,6.80,0.27,4.06
NWBI,12.33,0.48,4.05
VRNA,71.60,2.77,4.02
VSTM,7.27,0.28,4.01
EDU,48.85,1.88,4.00
ENSC,3.04,0.12,3.92
CDNS,296.77,11.04,3.86
ARQQ,15.87,0.58,3.79
AOS,67.17,2.39,3.69
AMT,218.80,7.50,3.55
VKTX,26.86,0.92,3.55
AFRM,50.89,1.72,3.50
SLM,29.18,0.97,3.44
UPST,49.73,1.63,3.39
WWD,187.55,6.10,3.36
ENIC,3.56,0.12,3.33
TNXP,17.59,0.56,3.29
QTRX,5.97,0.19,3.29
NVO,64.65,2.03,3.24
CINT,5.64,0.17,3.20
PERI,9.46,0.28,3.05
CWK,9.28,0.27,3.00
TLS,2.75,0.08,3.00
RPAY,3.96,0.12,2.99
RYAAY,47.36,1.34,2.92
CCI,103.87,2.95,2.92
TALK,3.19,0.09,2.90
HLF,7.10,0.20,2.90
TDOC,7.36,0.20,2.86
WRD,6.84,0.19,2.86
HSBC,57.93,1.59,2.82
EPSM,8.00,0.22,2.81
GDS,24.03,0.65,2.78
ACRE,4.03,0.11,2.76
SUUN,2.30,0.06,2.68
TWO,12.31,0.31,2.58
CINF,139.32,3.44,2.54
OSCR,12.94,0.32,2.51
API,3.27,0.08,2.51
BBIO,36.79,0.90,2.51
CYH,2.70,0.07,2.47
DT,47.58,1.11,2.40
TMC,3.39,0.08,2.39
AB,39.60,0.93,2.39
YEXT,6.62,0.14,2.24
ROKU,69.64,1.50,2.20
XYL,118.44,2.52,2.17
BALL,51.59,1.08,2.14
ANET,79.93,1.62,2.07
S,18.84,0.38,2.06
FUTU,91.49,1.81,2.02
SPGI,489.02,9.65,2.01
