symbol,price,price_change,price_percent_change
TIVC,7.00,3.50,100.00
PRTG,14.10,5.01,55.12
AGEN,3.16,0.85,36.80
OBLG,2.82,0.68,31.78
VCIG,3.64,0.80,28.17
SPAI,3.43,0.73,27.04
NG,3.94,0.82,26.53
AEHL,3.21,0.63,24.38
BTDR,9.44,1.83,24.14
FMTO,7.25,1.25,20.83
WIMI,5.38,0.88,19.56
MASS,5.71,0.91,18.96
CIFR,2.78,0.44,18.80
ATPC,2.45,0.38,18.35
SXTP,3.73,0.57,18.04
WULF,2.64,0.40,17.56
BCTX,4.90,0.71,16.95
KSCP,5.38,0.76,16.34
CLSK,8.67,1.20,16.06
HTZ,9.05,1.22,15.59
BTCT,3.87,0.52,15.52
GAUZ,10.38,1.39,15.46
HSAI,13.34,1.73,14.90
PHH,15.48,1.98,14.67
TOI,2.73,0.34,14.29
LGPS,3.93,0.48,13.91
EFX,244.92,29.63,13.76
CURI,3.46,0.41,13.40
PCT,6.30,0.73,13.21
AMLX,4.78,0.55,13.00
QSG,4.38,0.50,12.89
COYA,6.44,0.73,12.78
RIOT,7.08,0.79,12.55
RGLS,2.26,0.25,12.44
MBX,8.58,0.94,12.30
CAPR,13.37,1.45,12.16
DXF,7.90,0.85,12.06
FSLR,136.93,14.48,11.83
China,15.50,1.61,11.63
MTEN,6.79,0.69,11.31
SMLR,33.18,3.35,11.23
TDUP,3.72,0.38,11.23
PLL,7.51,0.74,10.93
PAGS,9.39,0.92,10.86
MARA,13.60,1.31,10.66
ROOT,130.77,12.38,10.46
CALX,36.71,3.46,10.41
FLL,3.22,0.30,10.27
RDHL,2.39,0.22,10.14
HUT,11.72,1.07,10.10
MTSR,21.48,1.97,10.10
RGNX,7.34,0.67,10.04
VSTM,6.83,0.62,9.98
CVNA,215.16,19.33,9.87
SEDG,13.29,1.19,9.83
AMRC,9.51,0.85,9.82
IREN,6.04,0.53,9.62
CMCT,4.55,0.39,9.37
INMB,7.96,0.68,9.34
EVO,3.91,0.33,9.22
BCYC,8.20,0.69,9.19
STKL,4.05,0.34,9.16
AVD,4.14,0.34,8.95
SMR,14.86,1.22,8.94
LTBR,7.74,0.64,8.94
COIN,190.62,15.62,8.93
MSTR,345.86,28.10,8.84
FEIM,18.04,1.47,8.87
SRAD,25.05,2.04,8.87
ZCAR,3.44,0.28,8.86
IVZ,13.53,1.07,8.59
STNE,13.10,1.03,8.58
XMTR,24.07,1.89,8.53
FIP,3.78,0.29,8.48
DNLI,14.25,1.10,8.37
ATKR,61.46,4.73,8.34
PHUN,2.73,0.21,8.29
NMAX,23.52,1.79,8.26
SWTX,40.01,2.94,7.95
BHC,5.09,0.37,7.84
UAMY,3.24,0.23,7.83
ZLAB,32.02,2.31,7.79
PNR,85.08,6.12,7.75
SLDB,3.26,0.23,7.76
SEZL,41.56,2.96,7.68
ONC,246.76,17.54,7.65
BLUE,4.20,0.30,7.64
DGX,174.20,12.34,7.62
BULL,26.49,1.87,7.60
ACRE,3.83,0.27,7.58
Cayman,2.48,0.17,7.58
ITOS,7.12,0.50,7.55
GRAL,28.40,1.99,7.51
SMMT,27.11,1.89,7.49
PHM,100.08,6.97,7.49
Cayman,5.76,0.40,7.46
AUUD,3.50,0.24,7.41
HOOD,42.80,2.95,7.40
CATY,41.38,2.78,7.20
GPRE,3.54,0.24,7.27
