symbol,price,price_change,price_percent_change
UPXI,9.89,7.59,330.94
SHFS,4.19,1.96,87.89
MLGO,11.86,5.08,74.93
SBEV,6.65,2.47,59.09
MTEN,6.10,1.88,44.55
FRGE,12.30,3.61,41.54
INHD,8.54,2.33,37.62
HPH,8.32,1.76,26.83
DWTX,5.37,1.10,25.76
PNBK,4.03,0.75,22.87
OMH,3.60,0.64,21.62
SLDB,3.03,0.48,18.82
LXEO,3.21,0.50,18.45
BIYA,3.71,0.52,16.30
UPC,4.14,0.58,16.29
PRTG,9.09,1.25,15.94
KOD,3.25,0.41,14.44
DYN,9.33,1.16,14.20
RZLT,3.14,0.39,14.18
INV,3.60,0.43,13.56
RCKT,7.17,0.84,13.27
TERN,2.71,0.31,12.92
RGNX,6.67,0.73,12.29
STOK,8.61,0.92,11.96
JSPR,4.44,0.47,11.84
NPB,13.13,1.38,11.74
DBVT,8.91,0.93,11.65
AGEN,2.31,0.23,11.06
TOI,2.39,0.23,10.65
UPB,9.71,0.93,10.59
BLIV,3.35,0.31,10.20
SPAI,2.70,0.24,9.76
REPL,8.76,0.77,9.63
NTLA,7.92,0.69,9.54
ZBIO,9.75,0.83,9.30
XNCR,10.60,0.90,9.28
AVR,3.14,0.27,9.22
KPTI,5.40,0.45,9.09
SAIH,3.98,0.33,9.04
INM,2.98,0.24,8.91
WTF,7.04,0.56,8.64
MAZE,9.13,0.72,8.56
COYA,5.71,0.45,8.56
KSS,7.02,0.54,8.33
VSTM,6.21,0.47,8.19
SGMT,2.39,0.18,8.14
ECOR,6.51,0.49,8.14
CMPS,3.38,0.25,7.99
ALTS,5.56,0.41,7.96
AVBP,19.54,1.40,7.72
SURG,2.68,0.19,7.63
SNYR,2.68,0.19,7.63
ARWR,12.08,0.84,7.47
OLMA,4.75,0.33,7.47
RAY,2.74,0.19,7.45
BEAM,18.24,1.24,7.29
UHG,2.24,0.15,7.18
ARTV,2.40,0.16,7.14
WIMI,4.50,0.30,7.14
CTNM,4.95,0.33,7.14
SYRE,13.57,0.90,7.10
RNA,28.52,1.86,6.98
RAIL,5.98,0.39,6.98
SIEB,3.58,0.23,6.87
JACK,24.81,1.59,6.85
NEOG,4.69,0.30,6.83
IDYA,18.18,1.10,6.44
CGTL,5.98,0.36,6.41
CDTX,20.68,1.25,6.40
VVPR,2.70,0.16,6.30
AMLX,4.23,0.25,6.28
MSPR,2.20,0.13,6.28
WWW,11.46,0.67,6.21
GPCR,23.10,1.34,6.16
CRMD,8.14,0.47,6.13
SNCR,10.35,0.59,6.05
HSAI,11.61,0.66,6.03
CAPR,11.92,0.67,5.96
TBPH,9.13,0.51,5.92
ATYR,3.28,0.18,5.81
CMCL,14.22,0.78,5.80
BLMN,8.40,0.45,5.66
MB,3.25,0.17,5.52
SEAT,2.43,0.13,5.42
SAGT,2.42,0.12,5.42
EPSM,5.27,0.27,5.42
SPCB,6.74,0.34,5.39
SKBL,11.95,0.61,5.38
TECX,17.92,0.90,5.29
ALT,4.79,0.24,5.27
International,17.07,0.85,5.24
REE,2.64,0.13,5.18
FULC,3.46,0.17,5.17
BMR,2.24,0.11,5.16
DENN,3.27,0.16,5.14
MTA,3.30,0.16,5.10
PCRX,25.90,1.25,5.07
VOXR,3.55,0.17,5.03
Cayman,2.31,0.11,5.00
AENT,2.95,0.14,4.98
