symbol,price,price_change,price_percent_change
BCTX,8.06,2.63,48.43
AREB,4.43,1.36,44.30
CEP,22.29,5.79,35.09
KWE,5.97,1.38,30.17
SHYF,9.14,1.84,25.21
EPSM,6.73,1.35,25.09
CYH,3.02,0.59,24.28
ZENA,2.71,0.52,23.95
PONY,6.70,1.27,23.39
AMBP,3.24,0.47,17.21
FARO,30.89,4.49,17.01
PHIO,2.36,0.32,15.69
NOW,934.18,121.48,14.95
TOI,3.29,0.41,14.24
UMAC,6.05,0.75,14.21
QMCO,11.86,1.46,13.99
HAS,59.79,7.10,13.48
PI,87.17,10.10,13.11
HZO,21.61,2.29,11.85
SERV,6.59,0.69,11.69
WOLF,2.87,0.30,11.67
TALK,3.16,0.33,11.48
MTLS,5.14,0.51,11.02
PCT,6.95,0.65,10.28
LSCC,48.17,4.27,9.73
FCFS,132.24,11.54,9.56
QUBT,6.96,0.59,9.34
CTGO,14.65,1.25,9.33
INDV,10.32,0.86,9.15
IONQ,29.14,2.34,8.73
MCHP,45.58,3.65,8.72
CACI,459.95,36.58,8.64
RMD,232.19,17.75,8.28
SMR,16.70,1.26,8.14
SOUN,9.45,0.70,8.02
AAOI,12.58,0.92,7.88
CADL,5.13,0.37,7.77
HSAI,15.48,1.09,7.57
SEIC,78.44,5.43,7.45
ESI,20.62,1.40,7.28
SURG,2.82,0.19,7.24
ALLE,135.51,9.05,7.16
ALGM,18.75,1.23,7.02
RGLS,2.72,0.17,6.86
WIMI,5.26,0.33,6.69
EDU,47.03,2.94,6.67
API,3.12,0.20,6.66
FTI,26.68,1.65,6.59
SGHT,3.42,0.21,6.54
EPWK,8.65,0.53,6.54
ON,39.01,2.38,6.51
MBLY,14.06,0.85,6.48
ASTS,23.87,1.45,6.47
ACB,4.68,0.28,6.41
TEAM,221.57,13.30,6.39
LAES,2.67,0.16,6.37
RKLB,21.57,1.28,6.31
GRRR,19.64,1.16,6.27
MAXN,3.56,0.21,6.23
USAR,11.55,0.67,6.16
STM,23.10,1.32,6.08
NVCR,18.85,1.08,6.08
HUBS,600.00,34.04,6.01
CFFN,5.76,0.33,5.99
MRVL,56.95,3.18,5.91
LOB,26.24,1.46,5.89
TNXP,18.02,0.99,5.85
LRCX,70.58,3.85,5.77
RGTI,9.64,0.53,5.76
OKLO,24.70,1.33,5.71
VRT,82.45,4.45,5.71
TXN,160.73,8.58,5.64
GTLB,45.34,2.42,5.64
QBTS,7.53,0.40,5.61
EW,74.39,3.93,5.58
URI,621.85,32.64,5.54
HOOD,47.13,2.47,5.53
BLCO,13.44,0.70,5.49
VSH,12.38,0.65,5.49
ACHR,8.49,0.44,5.47
ADVM,3.00,0.15,5.44
VVPR,2.95,0.15,5.43
AMPX,2.46,0.13,5.34
FRSH,13.46,0.68,5.32
ARM,110.75,5.59,5.32
ADI,192.84,9.72,5.31
APPS,3.28,0.17,5.31
HTZ,8.92,0.45,5.25
NXT,42.21,2.08,5.18
PL,3.27,0.16,5.14
TWLO,91.58,4.46,5.11
LUNR,8.26,0.40,5.09
CLS,92.64,4.45,5.04
COHR,62.33,2.99,5.03
TMDE,6.07,0.29,5.02
TECK,36.60,1.73,4.95
PSIX,25.22,1.17,4.84
GRAL,35.39,1.63,4.83
NFE,5.47,0.25,4.79
CSIQ,8.24,0.38,4.77
