symbol,price,price_change,price_percent_change
PONY,10.32,3.31,47.22
UPC,5.95,1.75,41.67
ZYBT,14.15,3.71,35.54
AARD,10.12,2.19,27.62
PRTG,10.77,2.32,27.46
LCFY,5.04,1.08,27.27
RGLS,3.49,0.73,26.45
WOLF,4.13,0.86,26.30
JNVR,65.17,13.26,25.54
SLSN,3.12,0.63,25.30
CGON,27.97,5.60,25.03
ALMU,10.15,1.81,21.70
RGC,34.34,5.33,18.37
EDHL,4.24,0.65,18.11
MFH,7.75,1.13,17.07
COEP,8.97,1.27,16.49
AGEN,3.14,0.44,16.30
NEON,12.83,1.78,16.11
CLBR,13.31,1.81,15.74
SABR,2.53,0.34,15.53
QSG,5.79,0.75,14.88
DMAC,4.64,0.60,14.85
XNET,4.43,0.55,14.18
URGN,11.26,1.39,14.08
CYCN,3.70,0.45,13.85
TRVG,4.12,0.48,13.19
CCM,6.01,0.69,13.03
RAIN,3.33,0.38,12.88
OST,3.05,0.34,12.55
AMIX,2.34,0.26,12.50
KALA,3.57,0.39,12.26
ADMA,24.51,2.65,12.12
PROP,4.10,0.44,12.02
CVRX,7.52,0.79,11.74
TVRD,21.02,2.17,11.51
RZLV,2.33,0.24,11.48
CHA,34.50,3.39,10.90
AOMR,9.38,0.90,10.61
TATT,28.08,2.68,10.55
MSGM,2.65,0.25,10.42
FL,12.94,1.21,10.32
NTRB,5.84,0.52,9.77
BHVN,21.74,1.90,9.58
ALBT,4.05,0.34,9.16
CLDX,21.36,1.79,9.15
LPTH,2.39,0.20,9.13
AMPY,2.93,0.24,8.92
CDTG,2.57,0.21,8.83
NVEE,17.43,1.37,8.53
TMC,3.31,0.26,8.52
WKSP,3.08,0.24,8.45
SEPN,7.00,0.54,8.36
SAIH,7.47,0.57,8.26
AVR,5.39,0.41,8.23
NDRA,4.30,0.32,8.04
KPTI,6.07,0.45,8.01
PNBK,3.92,0.29,7.99
EPWK,13.71,1.00,7.87
AIRJ,4.99,0.36,7.78
ATPC,2.38,0.17,7.69
KRMD,2.66,0.19,7.69
WFF,3.82,0.27,7.61
AMBO,2.83,0.20,7.60
FORD,6.09,0.43,7.60
FTCI,3.42,0.24,7.55
OTLY,10.00,0.70,7.53
DBVT,9.17,0.64,7.50
CVAC,3.47,0.24,7.43
HCWB,7.40,0.50,7.25
MB,3.27,0.22,7.21
RAPP,11.38,0.76,7.16
XGN,6.65,0.44,7.09
USAU,10.32,0.68,7.05
SND,2.21,0.14,7.02
SPCE,3.05,0.20,7.02
VEON,45.60,2.97,6.97
RVMD,41.47,2.70,6.96
NIO,4.31,0.28,6.95
EVLV,4.16,0.27,6.94
MTSR,19.81,1.28,6.91
LUMN,3.58,0.23,6.87
TIGR,8.25,0.52,6.73
USAR,12.95,0.81,6.67
ETNB,7.40,0.46,6.63
SMHI,5.22,0.32,6.53
OPRA,16.53,1.00,6.44
XMTR,26.78,1.62,6.44
EYPT,6.78,0.41,6.44
DUOT,7.12,0.43,6.43
HPH,8.18,0.49,6.37
SOHU,10.53,0.63,6.36
PDEX,69.00,4.11,6.33
KALU,64.38,3.72,6.13
SXTC,2.43,0.14,6.11
W,31.02,1.77,6.05
TZUP,5.09,0.29,6.04
SCLX,4.95,0.28,6.00
ATHR,6.20,0.35,5.98
CRVO,9.15,0.51,5.90
XPOF,8.27,0.46,5.89
