symbol,price,price_change,price_percent_change
CEP,28.88,12.38,75.06
AREB,4.21,1.14,37.13
TMC,3.49,0.94,36.86
XELB,3.09,0.79,34.64
BCTX,6.93,1.50,27.61
ENGS,9.27,1.95,26.61
PONY,6.86,1.43,26.34
EPSM,6.74,1.35,25.19
CYH,3.02,0.59,24.49
AMBP,3.43,0.67,24.28
ZYBT,9.40,1.58,20.20
STAK,2.80,0.45,19.15
AREN,4.00,0.64,18.90
VCIG,4.70,0.70,17.50
WOLF,3.01,0.44,17.13
WIMI,5.75,0.82,16.63
PI,89.69,12.62,16.37
FARO,30.71,4.31,16.33
ZENA,2.54,0.35,16.21
UMAC,6.16,0.86,16.13
HAS,60.94,8.25,15.66
MBOT,2.40,0.32,15.27
KWE,5.28,0.70,15.16
EPWK,9.34,1.22,15.02
NOW,932.67,119.97,14.76
SHYF,8.34,1.04,14.25
SXTP,3.42,0.41,13.62
PLL,8.10,0.95,13.29
TOI,3.26,0.38,13.19
HZO,21.86,2.54,13.17
OCX,3.33,0.38,12.88
LU,2.96,0.34,12.79
AVR,5.04,0.56,12.39
ECOR,7.33,0.74,11.23
QUBT,7.06,0.69,10.91
USAR,12.01,1.13,10.39
CTGO,14.79,1.39,10.37
LSCC,48.39,4.49,10.23
MP,25.20,2.31,10.11
RMD,236.12,21.68,10.11
HOLO,12.74,1.17,10.06
NUKK,17.60,1.60,10.00
KALA,3.43,0.31,9.94
MTLS,5.09,0.46,9.94
ALLE,138.90,12.44,9.83
SITM,151.10,13.37,9.70
NFE,5.72,0.51,9.67
MCHP,45.97,4.04,9.64
PSIX,26.35,2.30,9.55
IPI,32.75,2.81,9.39
SCLX,4.44,0.38,9.36
BKKT,9.89,0.84,9.28
SHFS,3.61,0.31,9.25
CACI,462.22,38.84,9.18
OBLG,3.40,0.28,9.13
PCT,6.88,0.57,9.13
SURG,2.87,0.24,9.13
VSH,12.80,1.05,8.99
URI,642.05,52.84,8.97
INDV,10.30,0.84,8.94
CRBP,8.05,0.66,8.93
UAMY,3.74,0.30,8.87
RGLS,2.78,0.23,8.82
ASTS,24.37,1.95,8.70
NNE,22.30,1.78,8.67
SPCB,7.69,0.61,8.65
SERV,6.41,0.51,8.64
TTGT,7.75,0.61,8.54
SOUN,9.48,0.73,8.40
GENVR,5.08,0.39,8.32
AOSL,18.86,1.44,8.23
QMCO,11.25,0.85,8.17
GRRR,19.98,1.50,8.14
HCSG,13.18,0.99,8.12
BEAG,10.97,0.82,8.08
FCFS,130.45,9.74,8.07
NVCT,11.24,0.83,8.02
NB,2.80,0.21,7.97
FTI,27.01,1.98,7.91
IRBT,2.26,0.17,7.86
TDUP,4.22,0.30,7.78
BHST,6.79,0.49,7.78
CLNN,3.05,0.22,7.77
TALK,3.05,0.22,7.77
ALGM,18.88,1.36,7.76
TECX,21.05,1.51,7.73
VVPR,3.02,0.21,7.68
BKSY,7.75,0.55,7.64
SEZL,46.10,3.26,7.61
CSIQ,8.44,0.58,7.44
MKSI,72.92,5.00,7.37
TEAM,223.55,15.28,7.34
API,3.14,0.21,7.24
ATOM,4.19,0.28,7.16
BVI,2.40,0.16,7.14
COHU,16.73,1.11,7.14
KYMR,32.87,2.17,7.07
CADL,5.10,0.34,7.04
ENTG,77.56,5.07,6.99
TREE,49.64,3.24,6.98
