symbol,price,price_change,price_percent_change
TIVC,7.05,3.55,101.32
NG,4.26,1.16,37.14
VCIG,3.64,0.80,28.17
SPAI,3.46,0.76,28.15
PRTG,11.63,2.54,27.95
FMTO,7.60,1.60,26.67
AEHL,3.23,0.65,25.20
TOI,2.93,0.54,22.59
OBLG,2.62,0.48,22.34
BCTX,5.07,0.88,20.99
BTDR,9.15,1.55,20.39
AGEN,2.77,0.46,19.87
INV,4.24,0.65,17.92
SXTP,3.70,0.54,17.09
ZYBT,8.99,1.29,16.75
MASS,5.58,0.78,16.25
WULF,2.62,0.36,16.22
LGPS,4.00,0.55,15.94
CLSK,8.63,1.16,15.53
BTCT,3.86,0.51,15.22
PCT,6.40,0.83,15.00
COYA,6.56,0.85,14.89
CIFR,2.68,0.34,14.53
LRMR,2.30,0.28,14.18
QSG,4.43,0.55,14.18
HSAI,13.25,1.64,14.13
CURI,3.48,0.43,14.10
CAPR,13.60,1.68,14.09
SMLR,34.01,4.18,14.01
ATPC,2.36,0.29,14.01
SBEV,7.56,0.91,13.62
OB,3.64,0.43,13.40
AMLX,4.79,0.56,13.24
EFX,243.72,28.43,13.20
AAPG,21.60,2.48,12.97
Cayman,6.05,0.69,12.87
TDUP,3.76,0.42,12.57
HTZ,8.80,0.96,12.32
INMB,8.14,0.86,11.81
China,15.53,1.64,11.81
RGLS,2.24,0.23,11.69
AUUD,3.64,0.38,11.66
RIOT,7.02,0.73,11.61
VSTM,6.92,0.71,11.43
GAUZ,10.01,1.02,11.35
DXF,7.84,0.79,11.22
CALX,36.94,3.69,11.11
WTF,7.82,0.78,11.08
BCYC,8.34,0.83,11.05
MTEN,6.76,0.66,10.82
SMR,15.08,1.44,10.56
RAPP,11.47,1.09,10.50
IPX,21.53,2.03,10.41
ROOT,130.70,12.31,10.40
SLDB,3.34,0.32,10.40
FSLR,135.12,12.67,10.35
MARA,13.56,1.27,10.33
ENGS,5.68,0.53,10.29
HUT,11.73,1.09,10.24
MBX,8.42,0.78,10.21
CMCT,4.58,0.42,10.09
ELDN,3.28,0.30,10.07
AMRC,9.53,0.87,10.05
WIMI,4.95,0.45,10.01
DERM,6.96,0.63,9.95
EVO,3.94,0.36,9.93
MGTX,6.21,0.56,9.91
NUKK,14.07,1.26,9.84
LTBR,7.79,0.69,9.72
NMAX,23.83,2.10,9.68
IREN,6.04,0.53,9.64
ONC,251.10,21.89,9.55
BHC,5.17,0.45,9.53
BLUE,4.27,0.37,9.49
SNOA,2.43,0.21,9.46
FLL,3.19,0.27,9.25
RGNX,7.28,0.61,9.22
VERV,5.22,0.44,9.21
HFFG,3.98,0.34,9.20
ADVM,2.98,0.25,9.20
STKL,4.05,0.34,9.16
ALGS,5.04,0.42,9.09
ZLAB,32.40,2.69,9.04
ZCAR,3.44,0.28,9.02
FULC,3.77,0.31,8.96
MCRB,8.15,0.67,8.95
COIN,190.62,15.62,8.93
IVZ,13.57,1.11,8.91
DNLI,14.32,1.17,8.90
XGN,4.82,0.39,8.80
CVNA,213.00,17.17,8.77
CRWV,38.49,3.08,8.68
KSCP,5.02,0.40,8.66
SNBR,5.78,0.46,8.65
MSTR,345.21,27.45,8.64
GRAL,28.70,2.28,8.63
LASE,2.76,0.22,8.62
CRNC,7.71,0.61,8.59
FEIM,17.99,1.42,8.57
PLL,7.35,0.58,8.57
