symbol,price,price_change,price_percent_change
SSII,18.00,10.00,125.00
JAGX,11.18,3.12,38.71
CEP,30.95,6.15,24.80
SAIH,6.66,1.26,23.37
EPWK,13.05,2.15,19.72
CSIQ,11.02,1.75,18.80
BBAI,3.46,0.55,18.73
NEOV,2.69,0.41,17.97
UPXI,15.70,2.18,16.12
SPPL,3.98,0.48,13.88
SPHR,30.01,3.54,13.37
HONE,11.29,1.23,12.23
SXT,89.72,9.58,11.95
EHC,113.05,11.64,11.48
NDRA,3.84,0.39,11.30
DMYY,13.35,1.31,10.88
LBRDK,85.60,8.24,10.65
CHTR,370.82,35.49,10.58
LBRDA,84.52,8.02,10.48
ODYS,5.90,0.55,10.28
CMCT,5.00,0.46,10.10
COUR,8.47,0.77,10.00
ULY,5.13,0.46,9.85
MYFW,20.66,1.81,9.60
MYNZ,3.50,0.30,9.38
SPIR,10.51,0.89,9.25
ARRY,4.97,0.41,8.99
OBIO,2.81,0.23,8.91
TSLA,282.27,22.76,8.77
CORZ,8.18,0.66,8.70
TARA,4.46,0.35,8.64
EVLV,3.83,0.30,8.50
NTGR,24.26,1.83,8.16
CNCK,7.94,0.59,8.03
FIX,406.27,30.06,7.99
ZCAR,4.08,0.30,7.94
VRSN,272.60,20.01,7.92
NIU,3.44,0.25,7.84
NEON,10.90,0.77,7.55
HHS,4.76,0.33,7.51
BWLP,10.42,0.70,7.20
HDSN,6.16,0.41,7.04
RETO,3.85,0.25,6.86
FPH,5.55,0.35,6.73
FLNC,4.16,0.26,6.52
SMLR,36.67,2.23,6.49
ALTS,6.16,0.37,6.36
RMNI,3.45,0.20,6.15
AMRC,10.66,0.60,6.01
ELAB,2.35,0.13,5.86
TNXP,18.19,1.00,5.82
SHLS,3.60,0.20,5.74
JKS,17.80,0.96,5.70
MBOT,2.56,0.14,5.56
LOAR,96.94,5.09,5.55
RRGB,2.70,0.14,5.47
MCRB,9.57,0.49,5.40
SEM,17.45,0.87,5.25
FLG,11.85,0.58,5.15
RDDT,117.93,5.68,5.06
CLPT,14.99,0.70,4.90
RUN,7.39,0.34,4.89
CRNC,9.36,0.43,4.82
INHD,8.11,0.36,4.65
DUOT,6.69,0.29,4.55
TGL,2.53,0.11,4.55
WING,227.43,9.84,4.52
LODE,2.33,0.10,4.48
AISP,3.85,0.17,4.48
TOPW,2.61,0.11,4.44
CINT,5.54,0.23,4.43
LU,3.08,0.13,4.41
EBS,5.60,0.23,4.38
EVTL,3.83,0.16,4.36
PHVS,16.52,0.69,4.36
BWB,14.41,0.59,4.27
DWTX,5.90,0.24,4.24
MRX,42.38,1.70,4.18
AMBP,3.75,0.15,4.17
MSTR,364.92,14.58,4.16
LPG,21.84,0.86,4.12
DLR,160.00,6.25,4.07
SPCB,8.02,0.31,4.02
VTSI,3.90,0.15,4.00
ORC,7.20,0.27,3.96
BYD,68.65,2.61,3.95
TK,7.08,0.27,3.89
IOVA,3.49,0.13,3.87
VRT,87.12,3.24,3.86
SOFI,12.78,0.47,3.86
SKYT,7.56,0.28,3.85
MAZE,8.00,0.29,3.83
DXF,6.69,0.24,3.80
CZR,28.20,1.02,3.77
PENN,15.72,0.57,3.76
STRL,151.48,5.48,3.75
AKBA,2.37,0.09,3.73
CMG,51.34,1.80,3.64
VLN,2.57,0.09,3.63
FATN,11.76,0.41,3.61
