symbol,price,price_change,price_percent_change
OMH,3.10,1.07,52.71
ULY,10.69,3.19,42.53
KALA,4.60,1.03,28.85
LFMD,7.80,1.70,27.87
SAIH,9.44,1.97,26.36
LEG,9.08,1.81,24.90
CCM,7.31,1.30,21.63
SAGT,4.65,0.81,21.09
COEP,10.83,1.86,20.74
HIMS,34.36,5.88,20.65
KNSA,25.74,4.27,19.89
CLVT,4.26,0.67,18.52
TZOO,14.61,2.09,16.69
FCUV,5.60,0.79,16.42
CECO,22.14,2.94,15.31
MTSR,22.80,2.99,15.11
VPG,25.30,3.19,14.45
EPWK,15.59,1.88,13.71
LZMH,9.10,1.09,13.61
FOUR,89.99,10.33,12.97
JAGX,12.05,1.38,12.93
VKTX,29.28,3.34,12.86
TRS,23.68,2.69,12.82
KRKR,4.80,0.50,11.63
AMIX,2.60,0.27,11.32
NEOV,2.97,0.28,10.41
HSAI,16.87,1.51,9.83
BCDA,2.66,0.24,9.75
NE,22.97,1.97,9.38
FRGE,14.51,1.24,9.34
LCFY,5.51,0.47,9.33
JBIO,10.71,0.91,9.29
VVPR,3.21,0.27,9.14
CINT,5.97,0.50,9.09
QSG,6.31,0.52,8.98
GPCR,25.70,2.08,8.83
MYNZ,4.01,0.31,8.38
THC,134.20,10.29,8.30
CVAC,3.76,0.28,8.21
RMBL,2.66,0.20,8.13
PUMP,5.70,0.42,8.06
CCK,96.70,6.92,7.71
DXF,7.01,0.48,7.38
WYY,3.70,0.25,7.32
PTHL,3.16,0.21,7.12
BGLC,2.90,0.19,7.01
TERN,3.14,0.20,6.97
FISI,25.70,1.64,6.82
KINS,19.57,1.25,6.80
SFD,21.24,1.32,6.65
VRNA,73.31,4.48,6.51
ORIC,5.42,0.33,6.48
OKTA,111.50,6.71,6.40
QTRX,6.14,0.36,6.23
RZLV,2.48,0.14,6.22
WVE,7.25,0.42,6.15
ARQQ,16.23,0.94,6.15
BZUN,2.52,0.14,6.09
CR,157.60,8.93,6.01
ZBRA,258.10,14.61,6.00
JNVR,69.00,3.83,5.88
CHMI,2.98,0.17,5.87
ALMS,4.36,0.24,5.83
NDRA,4.55,0.25,5.81
ENSC,3.10,0.17,5.80
NSPR,2.45,0.13,5.76
DALN,5.63,0.30,5.64
III,3.86,0.20,5.60
SBAC,235.78,12.50,5.60
SCL,50.85,2.66,5.52
HON,211.05,10.39,5.18
RPT,2.98,0.14,5.11
AVR,5.66,0.27,5.01
ASPI,5.47,0.26,4.99
MRVI,2.11,0.10,4.98
SOHU,11.05,0.52,4.94
SSP,2.24,0.10,4.91
SCLX,5.19,0.24,4.87
LAZR,4.00,0.18,4.84
RPAY,4.03,0.18,4.82
SHW,347.98,15.78,4.75
SJW,56.04,2.53,4.73
VSTM,7.32,0.33,4.72
CRWV,43.97,1.95,4.65
JMIA,2.49,0.11,4.62
XYF,14.12,0.62,4.59
SHBI,13.74,0.60,4.57
DYN,11.79,0.51,4.52
OSCR,13.18,0.56,4.44
NWBI,12.38,0.53,4.43
AMT,220.58,9.28,4.39
BIYA,4.10,0.17,4.33
WFRD,43.94,1.82,4.32
SDRL,20.97,0.86,4.28
THRM,25.72,1.03,4.17
CDNS,297.63,11.89,4.16
ASTE,36.74,1.47,4.15
PGY,11.46,0.45,4.04
AUID,7.54,0.29,4.00
AFRM,51.13,1.96,3.99
