symbol,price,price_change,price_percent_change
DWTX,4.01,1.01,33.80
KSCP,3.91,0.91,30.33
RYET,6.55,1.33,25.48
IE,6.31,1.26,24.95
VERV,5.13,1.01,24.51
PHIO,2.73,0.53,24.05
FRGE,11.90,2.27,23.59
DTIL,5.48,1.02,22.89
Cayman,7.00,1.30,22.81
VCIG,3.09,0.50,19.25
USAR,13.99,2.24,19.06
IPX,17.80,2.79,18.59
EOSE,4.93,0.71,16.94
AUUD,5.06,0.71,16.32
TOPW,2.75,0.38,16.03
AVR,2.97,0.39,15.12
RITR,4.18,0.48,12.97
TCRT,2.82,0.31,12.37
JNVR,74.02,8.08,12.26
VERO,4.20,0.45,12.00
BGLC,2.59,0.27,11.64
LXEO,2.38,0.24,11.45
AUID,7.85,0.80,11.42
YSG,4.08,0.40,10.87
PTHL,3.05,0.29,10.51
BCYC,7.80,0.73,10.33
CTGO,13.61,1.27,10.29
NB,2.68,0.24,9.84
RCKT,6.48,0.57,9.73
CING,4.40,0.38,9.45
ZYBT,5.60,0.48,9.38
MBOT,2.48,0.20,8.99
AEVA,7.82,0.64,8.91
ALTI,3.36,0.27,8.74
RDW,9.87,0.79,8.71
BLBX,3.37,0.27,8.71
RAY,2.75,0.22,8.70
ANRO,2.26,0.18,8.65
GRRR,19.67,1.56,8.61
THTX,2.79,0.22,8.56
VFS,3.26,0.26,8.50
TUSK,2.46,0.18,8.15
NUTX,140.20,10.53,8.12
ERIC,8.04,0.58,7.85
SSP,2.22,0.16,7.77
EWTX,13.28,0.95,7.70
BCG,2.38,0.17,7.68
ANIX,2.85,0.20,7.55
CRVS,3.25,0.22,7.20
NXDT,3.75,0.25,7.14
ROLR,2.93,0.19,6.97
ECOR,6.29,0.41,6.97
NMAX,27.80,1.80,6.92
YMAB,5.27,0.34,6.90
FDMT,2.97,0.19,6.83
PAY,29.84,1.84,6.59
HMR,2.97,0.18,6.47
RKLB,20.34,1.21,6.30
SNCY,10.28,0.60,6.20
TREE,45.65,2.63,6.13
TTAN,111.77,6.40,6.07
ALGS,4.89,0.28,6.07
MXL,10.50,0.60,6.06
AMBC,7.07,0.40,6.00
LOGC,6.95,0.39,5.95
CXDO,4.74,0.27,5.93
DJT,20.04,1.10,5.84
ITOS,5.85,0.32,5.79
DPRO,2.57,0.14,5.76
HITI,2.15,0.12,5.64
RGNX,6.68,0.35,5.61
REAX,4.71,0.25,5.61
LU,2.60,0.14,5.47
SRRK,30.49,1.56,5.39
KRMN,34.25,1.75,5.38
NFLX,981.41,50.13,5.38
PL,3.30,0.17,5.25
PTCT,47.39,2.31,5.12
SKE,11.98,0.58,5.09
COMM,3.62,0.17,5.09
MOGU,2.17,0.10,5.07
AP,2.12,0.10,4.95
DUOT,5.11,0.24,4.93
GYRE,8.10,0.38,4.92
SOC,20.27,0.95,4.92
RLAY,2.70,0.13,4.86
SION,9.34,0.43,4.83
XNCR,9.37,0.43,4.81
PLTR,97.07,4.45,4.80
MGRM,2.86,0.13,4.76
STRL,141.66,6.43,4.75
LEGN,33.63,1.52,4.73
CVNA,214.31,9.58,4.68
CRWD,396.06,17.40,4.60
SPOT,574.34,25.17,4.58
AMPY,2.40,0.10,4.57
SEZL,41.22,1.79,4.54
ADMA,21.84,0.94,4.47
HPE,14.92,0.64,4.45
YEXT,6.17,0.26,4.40
