symbol,price,price_change,price_percent_change
CEP,35.30,10.50,42.34
UPXI,18.21,4.69,34.69
JAGX,10.07,2.02,25.00
ELAB,2.66,0.44,19.82
NEOV,2.72,0.44,19.30
CSIQ,10.65,1.37,14.76
HONE,11.53,1.47,14.61
EPWK,12.49,1.59,14.59
NDRA,3.95,0.50,14.49
COUR,8.68,0.98,12.73
EHC,112.36,10.95,10.79
ZCAR,4.18,0.40,10.66
TGL,2.67,0.25,10.33
CHTR,369.30,33.97,10.13
LBRDK,85.18,7.82,10.11
LBRDA,84.00,7.50,9.80
SPHR,29.03,2.56,9.67
BBAI,3.18,0.27,9.28
HDSN,6.26,0.51,8.87
CORZ,8.19,0.66,8.76
ZYBT,11.47,0.92,8.72
VRSN,274.50,21.91,8.67
OBIO,2.80,0.22,8.53
TSLA,281.48,21.98,8.47
NTGR,24.32,1.90,8.45
CLPT,15.48,1.20,8.36
SVRE,2.47,0.19,8.33
DMYY,13.00,0.96,7.97
OST,2.99,0.22,7.94
BWLP,10.48,0.76,7.85
FIX,405.61,29.40,7.81
SPIR,10.37,0.75,7.80
SXT,86.24,6.11,7.62
ARRY,4.90,0.34,7.46
EVLV,3.78,0.25,7.08
FPH,5.56,0.36,6.92
SMLR,36.81,2.37,6.88
UPC,4.06,0.26,6.84
NEON,10.80,0.67,6.61
MCRB,9.67,0.59,6.50
SHLS,3.62,0.21,6.32
FLG,11.96,0.69,6.17
CVRX,6.86,0.39,5.94
IOVA,3.56,0.20,5.80
SEM,17.52,0.94,5.67
MYNZ,3.38,0.18,5.63
SURG,3.41,0.18,5.57
NIU,3.36,0.17,5.49
EVTL,3.87,0.20,5.45
SJT,6.18,0.31,5.28
LOAR,96.62,4.77,5.19
CZR,28.57,1.40,5.15
BTCT,4.29,0.21,5.15
CPS,14.08,0.68,5.04
EBS,5.64,0.27,5.01
LPG,22.02,1.04,4.98
AMPY,2.66,0.13,4.92
LU,3.10,0.14,4.92
MSTR,367.36,17.02,4.86
DAR,31.92,1.47,4.83
BYD,69.19,3.15,4.77
RUN,7.39,0.34,4.75
JKS,17.64,0.80,4.75
SAM,253.90,11.49,4.74
BWB,14.47,0.65,4.70
TOPW,2.62,0.12,4.64
AMBP,3.76,0.17,4.58
ORC,7.24,0.31,4.47
BRBS,3.58,0.15,4.37
SOFI,12.83,0.52,4.24
AISP,3.84,0.15,4.21
DWTX,5.89,0.23,4.06
XGN,6.09,0.24,4.04
WING,226.28,8.69,3.99
PENN,15.75,0.60,3.96
TNK,42.31,1.57,3.85
PHVS,16.44,0.61,3.85
TNXP,17.85,0.66,3.84
FLNC,4.06,0.15,3.84
RMNI,3.37,0.12,3.69
SHCO,5.93,0.21,3.67
CIFR,3.11,0.11,3.67
OXSQ,2.53,0.09,3.63
ALTS,6.00,0.21,3.63
VSTM,7.77,0.27,3.60
QMCO,11.79,0.41,3.59
HPH,7.50,0.26,3.59
ALNY,251.32,8.71,3.59
CRVO,9.12,0.32,3.58
VRT,86.85,2.97,3.54
INDO,2.34,0.08,3.54
TK,7.05,0.24,3.52
CMG,51.28,1.74,3.51
RNR,235.87,7.93,3.48
DOMH,4.76,0.16,3.48
ZIM,14.59,0.49,3.48
NVGS,12.88,0.43,3.45
FHI,39.62,1.32,3.45
MRX,42.08,1.40,3.44
CMBT,9.10,0.30,3.41
