Symbol,Name,Last Price,Change,Change %
CEP,Cantor Equity Partners Inc. (CEP),28.83,12.33,74.75
TMC,TMC the metals company Inc. (TMC),3.58,1.03,40.35
PONY,Pony AI Inc. ADR (PONY),7.23,1.80,33.15
XELB,Xcel Brands Inc. (XELB),3.02,0.72,31.59
AREB,American Rebel Holdings Inc. (AREB),3.96,0.89,29.02
EPSM,Epsium Enterprise Ltd. (EPSM),6.91,1.53,28.46
AMBP,Ardagh Metal Packaging S.A. (AMBP),3.54,0.78,28.08
ZYBT,Zhengye Biotechnology Holding Ltd. (ZYBT),10.01,2.19,28.01
AREN,Arena Group Holdings Inc. (AREN),4.21,0.85,25.32
ENGS,Energys Group Ltd. (ENGS),9.15,1.83,25.06
PLL,Piedmont Lithium Inc. (PLL),8.80,1.65,23.08
STAK,STAK Inc. (STAK),2.89,0.54,22.98
BCTX,BriaCell Therapeutics Corp. (BCTX),6.67,1.24,22.83
ELPW,Elong Power Holding Ltd. (ELPW),3.30,0.61,22.68
CYH,Community Health Systems Inc. (CYH),2.96,0.53,21.60
UPXI,Upexi Inc. (UPXI),13.34,2.33,21.19
OST,Ostin Technology Group Co. Ltd. (OST),2.53,0.44,21.05
SINT,SiNtx Technologies Inc. (SINT),2.70,0.46,20.73
SHYF,Shyft Group Inc. (SHYF),8.80,1.50,20.55
WOLF,Wolfspeed Inc. (WOLF),3.10,0.53,20.43
EPWK,EPWK Holdings Ltd. Cl A (EPWK),9.58,1.46,17.97
USAR,USA Rare Earth Inc. (USAR),12.84,1.96,17.97
VCIG,VCI Global Ltd. (VCIG),4.71,0.71,17.75
KWE,KWESST Micro Systems Inc. (KWE),5.40,0.81,17.74
ZENA,ZenaTech Inc. (ZENA),2.57,0.38,17.34
MBOT,Microbot Medical Inc. (MBOT),2.42,0.34,16.27
WIMI,WiMi Hologram Cloud Inc. Cl B (WIMI),5.73,0.80,16.18
PI,Impinj Inc. (PI),89.41,12.34,16.01
SURG,SurgePays Inc. (SURG),3.05,0.42,15.97
UMAC,Unusual Machines Inc. (UMAC),6.14,0.84,15.85
FARO,FARO Technologies Inc. (FARO),30.52,4.12,15.61
