Symbol,Name,Last Price,Change,Change %
TTAN,ServiceTitan Inc. Cl A (TTAN),111.43,6.06,5.75
ROLR,High Roller Technologies Inc. (ROLR),2.90,0.16,5.88
LU,Lufax Holding Ltd. ADR (LU),2.62,0.14,5.87
LXEO,Lexeo Therapeutics Inc. (LXEO),2.26,0.13,5.84
LEGN,Legend Biotech Corp. ADR (LEGN),33.93,1.82,5.67
ZYBT,Zhengye Biotechnology Holding Ltd. (ZYBT),5.41,0.29,5.66
FDMT,4D Molecular Therapeutics Inc. (FDMT),2.93,0.15,5.40
COMM,CommScope Holding Co. Inc. (COMM),3.62,0.18,5.38
PAY,Paymentus Holdings Inc. (PAY),29.49,1.49,5.32
NFLX,Netflix Inc. (NFLX),980.73,49.45,5.31
YEXT,Yext Inc. (YEXT),6.22,0.31,5.25
RAY,Raytech Holding Ltd. (RAY),2.66,0.13,5.14
THTX,Theratechnologies Inc. (THTX),2.70,0.13,5.06
UAA,Under Armour Inc. Cl A (UAA),5.71,0.27,4.96
DJT,Trump Media & Technology Group Corp. (DJT),19.86,0.93,4.91
ANRO,Alto Neuroscience Inc. (ANRO),2.18,0.10,4.81
SEZL,Sezzle Inc. (SEZL),41.32,1.90,4.81
ORKA,Oruka Therapeutics Inc. (ORKA),8.53,0.39,4.79
PLTR,Palantir Technologies Inc. (PLTR),96.96,4.34,4.69
ENTA,Enanta Pharmaceuticals Inc. (ENTA),5.16,0.23,4.67
VFS,VinFast Auto Ltd. (VFS),3.14,0.14,4.61
PTCT,PTC Therapeutics Inc. (PTCT),47.15,2.07,4.59
STRL,Sterling Infrastructure Inc. (STRL),141.38,6.15,4.55
UPB,Upstream Bio Inc. (UPB),7.92,0.34,4.49
HPE,Hewlett Packard Enterprise Co. (HPE),14.92,0.64,4.48
SLN,Silence Therapeutics PLC ADR (SLN),2.83,0.12,4.43
SRRK,Scholar Rock Holding Corp. (SRRK),30.21,1.28,4.42
CRWD,CrowdStrike Holdings Inc. Cl A (CRWD),395.23,16.57,4.38
COGT,Cogent Biosciences Inc. (COGT),4.78,0.20,4.37
EFXT,Enerflex Ltd. (EFXT),6.82,0.28,4.36
BZAI,Blaize Holdings Inc. (BZAI),3.04,0.13,4.30
SPOT,Spotify Technology S.A. (SPOT),572.59,23.42,4.27
BAC,Bank of America Corp. (BAC),38.22,1.54,4.21
YMM,Full Truck Alliance Co. Ltd. ADR (YMM),10.28,0.41,4.21
ADMA,ADMA Biologics Inc. (ADMA),21.78,0.87,4.16
BCS,Barclays PLC ADR (BCS),14.86,0.59,4.14
PL,Planet Labs PBC (PL),3.27,0.13,4.14
REPL,Replimune Group Inc. (REPL),7.82,0.31,4.13
RBLX,Roblox Corp. (RBLX),59.26,2.35,4.12
PDYN,Palladyne AI Corp. (PDYN),6.07,0.24,4.12
CURI,CuriosityStream Inc. (CURI),2.68,0.10,4.09
UFG,Uni-Fuels Holdings Ltd. (UFG),5.87,0.23,4.08
MMYT,MakeMyTrip Ltd. (MMYT),101.94,3.99,4.07
JOYY,JOYY Inc. ADR (JOYY),41.93,1.64,4.07
FULT,Fulton Financial Corp. (FULT),16.30,0.63,3.99
