Symbol,Name,Last Price,Change,Change %
DWTX,Dogwood Therapeutics Inc. (DWTX),4.16,1.16,38.67
USAR,USA Rare Earth Inc. (USAR),14.88,3.13,26.64
PHIO,Phio Pharmaceuticals Corp. (PHIO),2.75,0.55,25.00
KSCP,Knightscope Inc. (KSCP),3.72,0.72,24.00
VERV,Verve Therapeutics Inc. (VERV),5.06,0.94,22.82
MWYN,Marwynn Holdings Inc. (MWYN),5.49,0.93,20.39
VERO,Venus Concept Inc. (VERO),4.48,0.73,19.47
AUUD,Auddia Inc. (AUUD),5.20,0.84,19.43
VCIG,VCI Global Ltd. (VCIG),3.09,0.50,19.31
IE,Ivanhoe Electric Inc. (IE),5.98,0.93,18.42
RYET,Ruanyun Edai Technology Inc. (RYET),6.14,0.92,17.61
FRGE,Forge Global Holdings Inc. (FRGE),11.26,1.64,16.99
IPX,IperionX Ltd. ADR (IPX),17.35,2.34,15.59
EOSE,Eos Energy Enterprises Inc. (EOSE),4.83,0.61,14.45
RITR,Reitar Logtech Holdings Ltd. (RITR),4.19,0.49,13.24
DTIL,Precision Biosciences Inc. (DTIL),5.05,0.59,13.23
AVR,Anteris Technologies Global Corp. (AVR),2.91,0.33,12.87
RBNE,Robin Energy Ltd. (RBNE),6.50,0.70,12.07
AUID,authID Inc. (AUID),7.88,0.83,11.84
TOPW,Top Win International Ltd. (TOPW),2.65,0.28,11.81
BCG,Binah Capital Group Inc. (BCG),2.47,0.26,11.76
BGLC,BioNexus Gene Lab Corp. (BGLC),2.58,0.26,11.21
NB,NioCorp Developments Ltd. (NB),2.69,0.25,10.25
JNVR,Janover Inc. (JNVR),72.20,6.26,9.49
HMR,Heidmar Maritime Holdings Corp. (HMR),3.05,0.26,9.38
MBOT,Microbot Medical Inc. (MBOT),2.48,0.20,8.77
BCYC,Bicycle Therapeutics Ltd. ADR (BCYC),7.69,0.62,8.77
NMAX,Newsmax Inc. Cl B (NMAX),28.20,2.20,8.46
RCKT,Rocket Pharmaceuticals Inc. (RCKT),6.38,0.47,8.04
AEVA,Aeva Technologies Inc. (AEVA),7.74,0.56,7.80
ERIC,Telefon AB L.M. Ericsson ADR (ERIC),8.03,0.58,7.79
RDW,Redwire Corp. (RDW),9.78,0.70,7.71
DUOT,Duos Technologies Group Inc. (DUOT),5.24,0.36,7.49
TUSK,Mammoth Energy Services Inc. (TUSK),2.44,0.17,7.49
CTGO,Contango ORE Inc. (CTGO),13.23,0.89,7.21
AMPY,Amplify Energy Corp. (AMPY),2.46,0.17,7.17
NXDT,NexPoint Diversified Real Estate Trust (NXDT),3.75,0.25,7.14
EWTX,Edgewise Therapeutics Inc. (EWTX),13.21,0.88,7.14
CRVO,CervoMed Inc. (CRVO),10.37,0.69,7.13
SSP,E.W. Scripps Co. Cl A (SSP),2.20,0.14,7.04
VLN,Valens Semiconductor Ltd. (VLN),2.45,0.16,6.99
RKLB,Rocket Lab USA Inc. (RKLB),20.46,1.33,6.95
ALGS,Aligos Therapeutics Inc. (ALGS),4.93,0.32,6.94
CRVS,Corvus Pharmaceuticals Inc. (CRVS),3.24,0.20,6.77
BLBX,Blackboxstocks Inc. (BLBX),3.31,0.21,6.72
ITOS,iTeos Therapeutics Inc. (ITOS),5.90,0.37,6.69
TMC,TMC the metals company Inc. (TMC),3.02,0.18,6.54
GRRR,Gorilla Technology Group Inc. (GRRR),19.29,1.18,6.53
SKE,Skeena Resources Ltd. (SKE),12.14,0.74,6.49
TREE,LendingTree Inc. (TREE),45.80,2.78,6.46
CING,Cingulate Inc. (CING),4.27,0.25,6.24
CVNA,Carvana Co. Cl A (CVNA),217.45,12.72,6.21
SPCB,SuperCom Ltd. (SPCB),6.46,0.38,6.21
Cayman,Intercont (Cayman) Ltd. (NCT),6.05,0.35,6.14
SNCY,Sun Country Airlines Holdings Inc. (SNCY),10.27,0.59,6.10
